entity_id,entity_type,timestamp,source_ip,geo_location,resource_accessed,auth_method,session_duration,command_sequence,device_fingerprint,label,primary_ip,primary_geo,fingerprint
91d63f78-e3e9-4e99-b10c-718b1eb0e38a,user,2023-10-02 15:32:26.569761,112.162.200.39,Niger,/etc/passwd,token,1194,EXECUTE -> WRITE,macOS 13 | MAC: aa:29:d6:a1:85:68 | TCP/IP,normal,,,
958ca9ba-0cd6-40c2-8ea2-622b504867ba,user,2023-10-02 15:35:17.608098,21.9.176.92,Azerbaijan,port:22,token,2824,LOGOUT -> READ,macOS 13 | MAC: 66:29:5f:23:22:78 | TCP/IP,normal,,,
bdd640fb-0667-4ad1-9c80-317fa3b1799d,user,2023-10-02 15:40:51.101048,124.228.145.91,Burundi,/api/v1/data,token,1692,READ -> EXECUTE,Ubuntu 22.04 | MAC: 16:34:2c:d8:10:0f | TCP/IP,normal,,,
66aa9385-dd59-4a71-b6b8-24817b3a4e3e,edge_device,2023-10-02 15:41:53.848288,213.68.181.17,Hong Kong,port:22,biometric,402,LOGIN -> DELETE,Ubuntu 22.04 | MAC: 6c:01:c7:87:e8:92 | TCP/IP,normal,,,
43b7a3a6-9a8d-4a03-980d-7b71d8f56413,user,2023-10-02 15:46:10.429884,167.89.205.230,Mauritania,db_query,token,2229,WRITE -> LOGIN,Ubuntu 22.04 | MAC: 92:3f:c1:28:96:b9 | TCP/IP,normal,,,
006ed6e3-6fa1-4735-b572-f3d00b5cea6a,user,2023-10-02 15:47:06.279674,11.39.14.79,Haiti,/etc/passwd,token,3332,WRITE -> LOGIN,Firmware v1.2 | MAC: b8:dc:23:a9:a0:3f | TCP/IP,normal,,,
ab3b4d37-560c-45ee-a38c-254c076e2bba,user,2023-10-02 15:47:26.734026,153.224.83.7,Saint Kitts and Nevis,db_query,password,3154,LOGIN -> EXECUTE,Windows 11 | MAC: 96:54:ef:41:0d:c9 | TCP/IP,normal,,,
fed4057d-bb02-4576-b512-c4c3b253d218,user,2023-10-02 15:50:55.932293,191.146.207.239,Cape Verde,/etc/passwd,token,2490,LOGIN -> DELETE,Windows 11 | MAC: be:61:97:6f:1d:1f | TCP/IP,normal,,,
c84a7b28-550a-4b46-acab-3301bc8f7d29,service_account,2023-10-02 15:51:43.395114,205.252.63.27,Ethiopia,system_config,token,3019,READ -> WRITE,macOS 13 | MAC: 38:51:37:c3:13:f0 | TCP/IP,normal,,,
43ff5011-3d1a-45dd-906e-5a9ab758588d,user,2023-10-02 15:53:38.824673,51.51.38.240,Kuwait,/etc/passwd,token,3266,LOGIN -> DELETE,macOS 13 | MAC: 12:a1:25:04:ea:33 | TCP/IP,normal,,,
66aa9385-dd59-4a71-b6b8-24817b3a4e3e,edge_device,2023-10-02 15:55:55.913727,213.68.181.17,Hong Kong,port:22,biometric,2029,LOGOUT -> READ,Ubuntu 22.04 | MAC: 6c:01:c7:87:e8:92 | TCP/IP,normal,,,
fed4057d-bb02-4576-b512-c4c3b253d218,user,2023-10-02 15:56:13.116339,191.146.207.239,Cape Verde,system_config,biometric,2227,DELETE -> WRITE,Windows 11 | MAC: be:61:97:6f:1d:1f | TCP/IP,normal,,,
dc5c0eed-8da0-465b-b898-97b9405cacec,user,2023-10-02 15:59:46.873143,204.234.154.26,Pitcairn Islands,file_share,password,2885,LOGIN -> READ,Firmware v1.2 | MAC: 28:88:ae:39:96:de | TCP/IP,normal,,,
a3d70628-ece6-4fa2-bd51-66e6451b4cf3,user,2023-10-02 16:21:00.196946,142.14.44.201,Poland,port:22,certificate,140,WRITE -> LOGIN,Windows 11 | MAC: 66:a6:1c:75:10:a1 | TCP/IP,normal,,,
fed4057d-bb02-4576-b512-c4c3b253d218,user,2023-10-02 16:24:30.069370,191.146.207.239,Cape Verde,system_config,password,471,DELETE -> WRITE,Windows 11 | MAC: be:61:97:6f:1d:1f | TCP/IP,normal,,,
c84a7b28-550a-4b46-acab-3301bc8f7d29,service_account,2023-10-02 16:25:26.026680,205.252.63.27,Ethiopia,db_query,password,3276,DELETE -> EXECUTE,macOS 13 | MAC: 38:51:37:c3:13:f0 | TCP/IP,normal,,,
e9c349e0-3602-48ac-90f1-bc81448aaa9e,user,2023-10-02 16:35:17.399752,206.132.117.214,Croatia,/etc/passwd,certificate,2479,DELETE -> LOGIN,Ubuntu 22.04 | MAC: 22:ff:ca:ea:49:87 | TCP/IP,normal,,,
17a0df49-0d01-480f-989a-40c0e87d1c78,user,2023-10-02 16:35:43.715330,145.181.32.252,Aruba,file_share,certificate,2920,READ -> READ,macOS 14 | MAC: bc:01:aa:42:86:52 | TCP/IP,normal,,,
55cee5db-9e87-404c-a208-6977a9f25336,user,2023-10-02 16:36:19.125014,79.8.22.75,Peru,/api/v1/data,password,1312,WRITE -> LOGIN,Firmware v1.2 | MAC: 0a:9e:73:65:4b:0c | TCP/IP,normal,,,
dc1110c1-080a-4dfb-a7c9-9b26114125c6,user,2023-10-02 16:50:20.785552,47.59.119.203,Fiji,db_query,password,1358,DELETE -> LOGIN,macOS 13 | MAC: c8:f8:6d:43:f2:7c | TCP/IP,normal,,,
ab3b4d37-560c-45ee-a38c-254c076e2bba,user,2023-10-02 16:53:02.783265,153.224.83.7,Saint Kitts and Nevis,/api/v1/data,password,3564,LOGIN -> WRITE,Windows 11 | MAC: 96:54:ef:41:0d:c9 | TCP/IP,normal,,,
e9c349e0-3602-48ac-90f1-bc81448aaa9e,user,2023-10-02 17:03:05.526023,206.132.117.214,Croatia,system_config,password,3397,LOGIN -> DELETE,Ubuntu 22.04 | MAC: 22:ff:ca:ea:49:87 | TCP/IP,normal,,,
3f76be1d-1efa-4197-b394-988f847fd9b4,user,2023-10-02 17:18:41.436075,117.104.204.105,Angola,/etc/passwd,token,1977,READ -> EXECUTE,Firmware v1.2 | MAC: 3a:75:70:03:24:1e | TCP/IP,normal,,,
8cbfedb0-f264-4ccc-b9ac-1b1ea8e56e0c,user,2023-10-02 17:25:27.218228,110.197.44.73,Croatia,/etc/passwd,password,1652,READ -> LOGOUT,Windows 11 | MAC: e6:66:9f:cc:bf:e0 | TCP/IP,normal,,,
17a0df49-0d01-480f-989a-40c0e87d1c78,user,2023-10-02 17:34:43.204117,145.181.32.252,Aruba,db_query,password,433,LOGOUT -> LOGOUT,macOS 14 | MAC: bc:01:aa:42:86:52 | TCP/IP,normal,,,
3f76be1d-1efa-4197-b394-988f847fd9b4,user,2023-10-02 17:35:06.475193,117.104.204.105,Angola,/api/v1/data,token,151,DELETE -> LOGIN,Firmware v1.2 | MAC: 3a:75:70:03:24:1e | TCP/IP,normal,,,
17a0df49-0d01-480f-989a-40c0e87d1c78,user,2023-10-02 17:39:29.559717,145.181.32.252,Aruba,file_share,certificate,196,READ -> LOGOUT,macOS 14 | MAC: bc:01:aa:42:86:52 | TCP/IP,normal,,,
8ae8905b-54b4-4482-a858-6eba6a34c854,user,2023-10-02 17:42:04.230959,17.254.20.171,Costa Rica,/api/v1/data,biometric,3417,LOGIN -> EXECUTE,Firmware v1.2 | MAC: 00:d7:c7:0a:c2:f4 | TCP/IP,normal,,,
66aa9385-dd59-4a71-b6b8-24817b3a4e3e,edge_device,2023-10-02 17:46:45.696208,213.68.181.17,Hong Kong,/api/v1/data,token,2334,LOGOUT -> LOGIN,Ubuntu 22.04 | MAC: 6c:01:c7:87:e8:92 | TCP/IP,normal,,,
006ed6e3-6fa1-4735-b572-f3d00b5cea6a,user,2023-10-02 17:55:20.271958,11.39.14.79,Haiti,/etc/passwd,password,3173,EXECUTE -> EXECUTE,Firmware v1.2 | MAC: b8:dc:23:a9:a0:3f | TCP/IP,normal,,,
91d63f78-e3e9-4e99-b10c-718b1eb0e38a,user,2023-10-02 17:59:09.533787,112.162.200.39,Niger,db_query,password,2103,WRITE -> LOGOUT,macOS 13 | MAC: aa:29:d6:a1:85:68 | TCP/IP,normal,,,
9a1de644-815e-46d1-bb8f-aa1837f8a88b,user,2023-10-02 18:01:12.801837,76.185.193.138,Saint Barthelemy,port:22,token,3532,LOGIN -> LOGIN,macOS 13 | MAC: c2:d6:70:e5:8e:03 | TCP/IP,normal,,,
e9c349e0-3602-48ac-90f1-bc81448aaa9e,user,2023-10-02 18:03:40.522161,206.132.117.214,Croatia,/etc/passwd,password,1782,READ -> LOGOUT,Ubuntu 22.04 | MAC: 22:ff:ca:ea:49:87 | TCP/IP,normal,,,
5ec42e08-29a3-42e9-9d65-a441d58842de,service_account,2023-10-02 18:15:27.998950,49.22.42.33,Reunion,port:22,certificate,3256,WRITE -> WRITE,Ubuntu 22.04 | MAC: 60:24:57:7d:53:ec | TCP/IP,normal,,,
8ae8905b-54b4-4482-a858-6eba6a34c854,user,2023-10-02 18:55:48.067042,17.254.20.171,Costa Rica,db_query,certificate,3318,LOGIN -> WRITE,Firmware v1.2 | MAC: 00:d7:c7:0a:c2:f4 | TCP/IP,normal,,,
66aa9385-dd59-4a71-b6b8-24817b3a4e3e,edge_device,2023-10-02 19:29:22.585193,213.68.181.17,Hong Kong,/etc/passwd,biometric,2597,LOGOUT -> READ,Ubuntu 22.04 | MAC: 6c:01:c7:87:e8:92 | TCP/IP,normal,,,
8ae8905b-54b4-4482-a858-6eba6a34c854,user,2023-10-02 19:48:45.047680,17.254.20.171,Costa Rica,/api/v1/data,certificate,2843,LOGOUT -> LOGOUT,Firmware v1.2 | MAC: 00:d7:c7:0a:c2:f4 | TCP/IP,normal,,,
5ec42e08-29a3-42e9-9d65-a441d58842de,service_account,2023-10-02 19:51:34.518110,49.22.42.33,Reunion,file_share,token,3239,EXECUTE -> LOGOUT,Ubuntu 22.04 | MAC: 60:24:57:7d:53:ec | TCP/IP,normal,,,
30beb45f-6835-44f2-8eb8-1f9d7914c120,user,2023-10-02 19:57:22.391090,91.150.87.180,Guinea,file_share,token,58,READ -> READ,Firmware v1.2 | MAC: 0e:d8:d2:ef:1b:32 | TCP/IP,normal,,,
91d63f78-e3e9-4e99-b10c-718b1eb0e38a,user,2023-10-02 20:14:50.458524,112.162.200.39,Niger,db_query,biometric,2096,READ -> LOGIN,macOS 13 | MAC: aa:29:d6:a1:85:68 | TCP/IP,normal,,,
c84a7b28-550a-4b46-acab-3301bc8f7d29,service_account,2023-10-02 20:18:19.303077,205.252.63.27,Ethiopia,system_config,password,1025,READ -> LOGOUT,macOS 13 | MAC: 38:51:37:c3:13:f0 | TCP/IP,normal,,,
75d66ed4-eb1f-49f2-910b-d1d033173470,user,2023-10-02 21:05:08.222748,46.144.236.174,Czech Republic,/etc/passwd,biometric,1487,DELETE -> LOGIN,macOS 14 | MAC: dc:0c:62:cc:a8:8e | TCP/IP,normal,,,
5ec42e08-29a3-42e9-9d65-a441d58842de,service_account,2023-10-02 21:44:31.435500,49.22.42.33,Reunion,system_config,token,2219,DELETE -> READ,Ubuntu 22.04 | MAC: 60:24:57:7d:53:ec | TCP/IP,normal,,,
0bbb2599-11ce-4dd2-b45e-d1f03139d32c,user,2023-10-03 03:00:00.000000,146.133.85.19,Belgium,sensitive_db,token,60,QUERY -> EXPORT_SMALL_CHUNK,macOS 14 | MAC: a2:77:33:c2:8e:e8 | TCP/IP,anomaly_low_slow_exfil,146.133.85.19,Belgium,macOS 14 | MAC: a2:77:33:c2:8e:e8 | TCP/IP
4f2d4796-81d2-47de-8ce1-eb90e6697833,user,2023-10-03 05:47:19.276228,148.224.46.65,Iraq,db_query,password,537,LOGOUT -> EXECUTE,Ubuntu 22.04 | MAC: ac:97:41:62:d7:c2 | TCP/IP,normal,,,
27cb6f2a-8da0-4097-be0f-051b1b66b5a9,user,2023-10-03 06:03:19.477911,124.215.175.76,Saint Barthelemy,system_config,password,1841,DELETE -> EXECUTE,Windows 10 | MAC: e6:af:68:87:fa:80 | TCP/IP,normal,,,
27cb6f2a-8da0-4097-be0f-051b1b66b5a9,user,2023-10-03 06:23:07.164550,124.215.175.76,Saint Barthelemy,system_config,certificate,3226,READ -> WRITE,Windows 10 | MAC: e6:af:68:87:fa:80 | TCP/IP,normal,,,
1c11f735-dc71-4d96-8c0f-d195c17af08a,edge_device,2023-10-03 06:41:02.743580,106.143.73.72,Somalia,file_share,password,1301,EXECUTE -> LOGIN,Windows 11 | MAC: 86:d8:20:c5:c3:ef | TCP/IP,normal,,,
1c11f735-dc71-4d96-8c0f-d195c17af08a,edge_device,2023-10-03 07:12:39.644012,106.143.73.72,Somalia,file_share,certificate,1240,READ -> DELETE,Windows 11 | MAC: 86:d8:20:c5:c3:ef | TCP/IP,normal,,,
4d71c366-b41b-4143-8b10-550cd5704f32,edge_device,2023-10-03 07:21:40.370498,128.128.44.124,Papua New Guinea,port:22,token,2515,LOGOUT -> EXECUTE,macOS 13 | MAC: e2:99:35:44:87:3b | TCP/IP,normal,,,
e623a689-5d59-4d2a-8eea-04e70ab54bde,user,2023-10-03 07:26:53.732649,204.81.180.103,United Arab Emirates,/etc/passwd,token,667,WRITE -> LOGIN,Firmware v1.2 | MAC: c6:b7:6b:7f:34:b5 | TCP/IP,normal,,,
f4188f3f-8a14-4e62-a95b-4715c333e861,user,2023-10-03 07:45:00.841061,176.4.175.90,Netherlands Antilles,port:22,biometric,1958,LOGOUT -> WRITE,Ubuntu 22.04 | MAC: e0:a5:fa:09:39:b9 | TCP/IP,normal,,,
1c11f735-dc71-4d96-8c0f-d195c17af08a,edge_device,2023-10-03 07:51:07.557512,106.143.73.72,Somalia,/api/v1/data,certificate,1482,DELETE -> DELETE,Windows 11 | MAC: 86:d8:20:c5:c3:ef | TCP/IP,normal,,,
1c11f735-dc71-4d96-8c0f-d195c17af08a,edge_device,2023-10-03 07:52:04.036124,106.143.73.72,Somalia,/api/v1/data,password,585,LOGOUT -> DELETE,Windows 11 | MAC: 86:d8:20:c5:c3:ef | TCP/IP,normal,,,
4f2d4796-81d2-47de-8ce1-eb90e6697833,user,2023-10-03 07:53:34.583537,148.224.46.65,Iraq,db_query,password,254,LOGIN -> READ,Ubuntu 22.04 | MAC: ac:97:41:62:d7:c2 | TCP/IP,normal,,,
55fa1ab8-458f-4f19-bc07-c57449257af1,user,2023-10-03 08:48:44.737027,37.40.47.50,Burundi,port:22,password,1007,LOGIN -> DELETE,Windows 10 | MAC: 10:4d:76:c4:4e:6d | TCP/IP,normal,,,
1f115b76-d92c-4227-aadf-50853fcb7546,user,2023-10-03 08:57:31.415322,30.222.91.127,Papua New Guinea,file_share,password,3261,WRITE -> WRITE,macOS 14 | MAC: be:a2:e2:da:e4:51 | TCP/IP,normal,,,
ccf3a171-56dc-4907-ba6c-34ab6712303a,user,2023-10-03 09:17:30.623929,215.244.254.32,Congo,/etc/passwd,password,2577,DELETE -> LOGIN,Ubuntu 22.04 | MAC: 46:61:e5:47:d8:5d | TCP/IP,normal,,,
425a609f-7337-4599-b984-4388dc8aee30,edge_device,2023-10-03 09:18:10.559632,184.223.188.12,Seychelles,system_config,biometric,698,DELETE -> WRITE,Windows 10 | MAC: b6:f8:7a:8c:e1:27 | TCP/IP,normal,,,
6d7ce3c9-b4a6-4f3c-8d3a-ed99711c21c9,user,2023-10-03 09:18:55.200283,2.114.143.17,Belarus,db_query,password,3278,READ -> EXECUTE,macOS 14 | MAC: 20:4c:12:bd:4b:dc | TCP/IP,normal,,,
016b6287-b008-45cc-a7f3-6ae925c73c44,service_account,2023-10-03 09:43:03.897318,211.105.41.194,Slovakia (Slovak Republic),/api/v1/data,token,3436,DELETE -> DELETE,macOS 14 | MAC: 8e:d9:70:5a:ed:19 | TCP/IP,normal,,,
4774bc58-c5f8-4c16-b786-0b5011c58ef0,edge_device,2023-10-03 09:47:58.001751,57.148.84.167,Philippines,db_query,certificate,385,EXECUTE -> LOGIN,Firmware v1.2 | MAC: 94:a9:0e:3b:85:5b | TCP/IP,normal,,,
4eb93eff-ce88-4b2d-94e8-0839fc3e058b,user,2023-10-03 09:48:21.754420,115.218.156.42,Turkey,db_query,token,3572,READ -> WRITE,macOS 13 | MAC: 20:28:2b:f8:23:40 | TCP/IP,normal,,,
f4188f3f-8a14-4e62-a95b-4715c333e861,user,2023-10-03 09:58:10.005941,176.4.175.90,Netherlands Antilles,file_share,biometric,3098,LOGIN -> DELETE,Ubuntu 22.04 | MAC: e0:a5:fa:09:39:b9 | TCP/IP,normal,,,
5ec42e08-29a3-42e9-9d65-a441d58842de,service_account,2023-10-03 10:00:00.000000,49.22.42.33,Reunion,restricted_folder_2,certificate,300,READ -> COPY,Ubuntu 22.04 | MAC: 60:24:57:7d:53:ec | TCP/IP,edge_case_insider_drift,49.22.42.33,Reunion,Ubuntu 22.04 | MAC: 60:24:57:7d:53:ec | TCP/IP
9a1de644-815e-46d1-bb8f-aa1837f8a88b,user,2023-10-03 10:00:00.000000,101.167.88.85,United States,dashboard,token,300,READ,macOS 13 | MAC: c2:d6:70:e5:8e:03 | TCP/IP,anomaly_impossible_travel,,,
9a1de644-815e-46d1-bb8f-aa1837f8a88b,user,2023-10-03 10:05:00.000000,56.67.154.153,China,dashboard,token,300,READ,macOS 13 | MAC: c2:d6:70:e5:8e:03 | TCP/IP,anomaly_impossible_travel,,,
9d9262af-2c8d-4e44-a71e-43a6bf85bf0e,user,2023-10-03 10:12:18.602020,153.253.34.181,Mexico,file_share,biometric,2304,EXECUTE -> LOGOUT,Windows 10 | MAC: c8:00:9b:92:6b:dc | TCP/IP,normal,,,
016b6287-b008-45cc-a7f3-6ae925c73c44,service_account,2023-10-03 10:15:38.185273,211.105.41.194,Slovakia (Slovak Republic),/api/v1/data,certificate,201,EXECUTE -> WRITE,macOS 14 | MAC: 8e:d9:70:5a:ed:19 | TCP/IP,normal,,,
a3d70628-ece6-4fa2-bd51-66e6451b4cf3,user,2023-10-03 10:18:27.045840,142.14.44.201,Poland,port:22,token,38,LOGIN -> EXECUTE,Windows 11 | MAC: 66:a6:1c:75:10:a1 | TCP/IP,normal,,,
09cb3942-43f5-4a85-bbc9-f87af668a617,user,2023-10-03 10:19:15.114835,91.207.228.131,Guatemala,file_share,certificate,589,EXECUTE -> WRITE,macOS 13 | MAC: 40:a0:df:3b:c5:61 | TCP/IP,normal,,,
6c307511-b2b9-437a-a8df-6ec4ce4a2bbd,user,2023-10-03 10:27:14.208987,41.243.96.76,Cuba,file_share,certificate,2168,READ -> EXECUTE,macOS 14 | MAC: 5a:ac:34:2f:c2:31 | TCP/IP,normal,,,
43ff5011-3d1a-45dd-906e-5a9ab758588d,user,2023-10-03 10:33:14.809908,51.51.38.240,Kuwait,/etc/passwd,password,832,EXECUTE -> LOGOUT,macOS 13 | MAC: 12:a1:25:04:ea:33 | TCP/IP,normal,,,
30beb45f-6835-44f2-8eb8-1f9d7914c120,user,2023-10-03 10:34:05.376033,91.150.87.180,Guinea,file_share,token,585,LOGIN -> WRITE,Firmware v1.2 | MAC: 0e:d8:d2:ef:1b:32 | TCP/IP,normal,,,
9d9262af-2c8d-4e44-a71e-43a6bf85bf0e,user,2023-10-03 10:34:56.690381,153.253.34.181,Mexico,file_share,biometric,3581,EXECUTE -> WRITE,Windows 10 | MAC: c8:00:9b:92:6b:dc | TCP/IP,normal,,,
ab3b4d37-560c-45ee-a38c-254c076e2bba,user,2023-10-03 11:00:58.163594,153.224.83.7,Saint Kitts and Nevis,/api/v1/data,password,2218,LOGIN -> WRITE,Windows 11 | MAC: 96:54:ef:41:0d:c9 | TCP/IP,normal,,,
f4188f3f-8a14-4e62-a95b-4715c333e861,user,2023-10-03 11:10:16.089636,176.4.175.90,Netherlands Antilles,port:22,certificate,3013,LOGIN -> EXECUTE,Ubuntu 22.04 | MAC: e0:a5:fa:09:39:b9 | TCP/IP,normal,,,
4eb93eff-ce88-4b2d-94e8-0839fc3e058b,user,2023-10-03 11:10:16.104245,115.218.156.42,Turkey,/etc/passwd,biometric,2179,LOGOUT -> READ,macOS 13 | MAC: 20:28:2b:f8:23:40 | TCP/IP,normal,,,
1f115b76-d92c-4227-aadf-50853fcb7546,user,2023-10-03 11:15:44.219877,30.222.91.127,Papua New Guinea,/etc/passwd,biometric,79,LOGIN -> READ,macOS 14 | MAC: be:a2:e2:da:e4:51 | TCP/IP,normal,,,
e623a689-5d59-4d2a-8eea-04e70ab54bde,user,2023-10-03 11:18:00.043899,204.81.180.103,United Arab Emirates,file_share,password,2476,EXECUTE -> DELETE,Firmware v1.2 | MAC: c6:b7:6b:7f:34:b5 | TCP/IP,normal,,,
a3d70628-ece6-4fa2-bd51-66e6451b4cf3,user,2023-10-03 11:20:44.612334,142.14.44.201,Poland,/api/v1/data,password,339,READ -> READ,Windows 11 | MAC: 66:a6:1c:75:10:a1 | TCP/IP,normal,,,
4774bc58-c5f8-4c16-b786-0b5011c58ef0,edge_device,2023-10-03 11:28:04.908904,57.148.84.167,Philippines,/etc/passwd,token,609,READ -> LOGIN,Firmware v1.2 | MAC: 94:a9:0e:3b:85:5b | TCP/IP,normal,,,
ccf3a171-56dc-4907-ba6c-34ab6712303a,user,2023-10-03 11:28:40.161187,215.244.254.32,Congo,file_share,biometric,3190,EXECUTE -> WRITE,Ubuntu 22.04 | MAC: 46:61:e5:47:d8:5d | TCP/IP,normal,,,
09cb3942-43f5-4a85-bbc9-f87af668a617,user,2023-10-03 11:32:47.840882,91.207.228.131,Guatemala,file_share,password,1219,READ -> DELETE,macOS 13 | MAC: 40:a0:df:3b:c5:61 | TCP/IP,normal,,,
43e42caf-8181-48cc-b691-47eb89a2688b,user,2023-10-03 11:50:26.518347,86.86.41.38,Turkmenistan,system_config,certificate,229,LOGOUT -> LOGIN,macOS 14 | MAC: 70:23:7d:bd:91:50 | TCP/IP,normal,,,
dc1110c1-080a-4dfb-a7c9-9b26114125c6,user,2023-10-03 11:54:45.505861,47.59.119.203,Fiji,file_share,password,188,DELETE -> DELETE,macOS 13 | MAC: c8:f8:6d:43:f2:7c | TCP/IP,normal,,,
9a1de644-815e-46d1-bb8f-aa1837f8a88b,user,2023-10-03 12:04:53.270176,76.185.193.138,Saint Barthelemy,port:22,password,2507,WRITE -> LOGOUT,macOS 13 | MAC: c2:d6:70:e5:8e:03 | TCP/IP,normal,,,
1f115b76-d92c-4227-aadf-50853fcb7546,user,2023-10-03 12:05:00.217585,30.222.91.127,Papua New Guinea,/etc/passwd,biometric,2409,DELETE -> WRITE,macOS 14 | MAC: be:a2:e2:da:e4:51 | TCP/IP,normal,,,
6d7ce3c9-b4a6-4f3c-8d3a-ed99711c21c9,user,2023-10-03 12:07:37.721119,2.114.143.17,Belarus,/etc/passwd,password,236,EXECUTE -> EXECUTE,macOS 14 | MAC: 20:4c:12:bd:4b:dc | TCP/IP,normal,,,
ccf3a171-56dc-4907-ba6c-34ab6712303a,user,2023-10-03 12:14:43.606930,215.244.254.32,Congo,file_share,biometric,1247,READ -> WRITE,Ubuntu 22.04 | MAC: 46:61:e5:47:d8:5d | TCP/IP,normal,,,
dc1110c1-080a-4dfb-a7c9-9b26114125c6,user,2023-10-03 12:19:44.487128,47.59.119.203,Fiji,db_query,biometric,371,READ -> READ,macOS 13 | MAC: c8:f8:6d:43:f2:7c | TCP/IP,normal,,,
958ca9ba-0cd6-40c2-8ea2-622b504867ba,user,2023-10-03 12:23:35.930977,21.9.176.92,Azerbaijan,system_config,password,3176,DELETE -> DELETE,macOS 13 | MAC: 66:29:5f:23:22:78 | TCP/IP,normal,,,
9a1de644-815e-46d1-bb8f-aa1837f8a88b,user,2023-10-03 12:24:11.144512,76.185.193.138,Saint Barthelemy,/api/v1/data,password,1375,DELETE -> READ,macOS 13 | MAC: c2:d6:70:e5:8e:03 | TCP/IP,normal,,,
4eb93eff-ce88-4b2d-94e8-0839fc3e058b,user,2023-10-03 12:31:49.976446,115.218.156.42,Turkey,/etc/passwd,biometric,551,WRITE -> LOGOUT,macOS 13 | MAC: 20:28:2b:f8:23:40 | TCP/IP,normal,,,
425a609f-7337-4599-b984-4388dc8aee30,edge_device,2023-10-03 12:31:57.461440,184.223.188.12,Seychelles,system_config,token,114,LOGOUT -> DELETE,Windows 10 | MAC: b6:f8:7a:8c:e1:27 | TCP/IP,normal,,,
a3d70628-ece6-4fa2-bd51-66e6451b4cf3,user,2023-10-03 12:36:29.888923,142.14.44.201,Poland,system_config,biometric,1782,READ -> LOGIN,Windows 11 | MAC: 66:a6:1c:75:10:a1 | TCP/IP,normal,,,
bdd640fb-0667-4ad1-9c80-317fa3b1799d,user,2023-10-03 12:36:42.341094,124.228.145.91,Burundi,/api/v1/data,password,2119,DELETE -> READ,Ubuntu 22.04 | MAC: 16:34:2c:d8:10:0f | TCP/IP,normal,,,
3f76be1d-1efa-4197-b394-988f847fd9b4,user,2023-10-03 12:41:19.118767,117.104.204.105,Angola,system_config,certificate,2410,DELETE -> READ,Firmware v1.2 | MAC: 3a:75:70:03:24:1e | TCP/IP,normal,,,
c0e3befd-4c71-40fe-9a0c-dd7cf1578470,service_account,2023-10-03 12:57:04.496727,58.209.62.163,Mauritania,file_share,password,2792,LOGOUT -> LOGOUT,Windows 10 | MAC: 7c:70:f9:70:8b:df | TCP/IP,normal,,,
09cb3942-43f5-4a85-bbc9-f87af668a617,user,2023-10-03 12:57:43.907308,91.207.228.131,Guatemala,file_share,biometric,1668,EXECUTE -> EXECUTE,macOS 13 | MAC: 40:a0:df:3b:c5:61 | TCP/IP,normal,,,
0bbb2599-11ce-4dd2-b45e-d1f03139d32c,user,2023-10-03 13:03:27.024332,146.133.85.19,Belgium,/etc/passwd,token,1646,LOGIN -> WRITE,macOS 14 | MAC: a2:77:33:c2:8e:e8 | TCP/IP,normal,,,
9a1de644-815e-46d1-bb8f-aa1837f8a88b,user,2023-10-03 13:19:16.674853,76.185.193.138,Saint Barthelemy,/api/v1/data,certificate,1177,READ -> LOGIN,macOS 13 | MAC: c2:d6:70:e5:8e:03 | TCP/IP,normal,,,
6808593f-dfed-4c43-a256-a6dc8f5486b7,user,2023-10-03 13:20:45.502692,193.79.33.157,Uzbekistan,port:22,token,2713,LOGOUT -> READ,macOS 13 | MAC: 2c:79:53:5a:d3:0c | TCP/IP,normal,,,
ab3b4d37-560c-45ee-a38c-254c076e2bba,user,2023-10-03 13:21:48.616845,153.224.83.7,Saint Kitts and Nevis,db_query,certificate,306,WRITE -> WRITE,Windows 11 | MAC: 96:54:ef:41:0d:c9 | TCP/IP,normal,,,
006ed6e3-6fa1-4735-b572-f3d00b5cea6a,user,2023-10-03 13:21:55.001720,11.39.14.79,Haiti,/etc/passwd,token,598,LOGIN -> EXECUTE,Firmware v1.2 | MAC: b8:dc:23:a9:a0:3f | TCP/IP,normal,,,
157d94a1-06f0-48ff-a9ba-5a27907bfe36,edge_device,2023-10-03 13:22:30.791461,136.175.76.226,Tonga,/etc/passwd,certificate,3378,EXECUTE -> EXECUTE,Windows 11 | MAC: 52:ec:5d:19:85:c2 | TCP/IP,normal,,,
958ca9ba-0cd6-40c2-8ea2-622b504867ba,user,2023-10-03 13:32:33.597171,21.9.176.92,Azerbaijan,/etc/passwd,token,2810,READ -> READ,macOS 13 | MAC: 66:29:5f:23:22:78 | TCP/IP,normal,,,
fed4057d-bb02-4576-b512-c4c3b253d218,user,2023-10-03 13:33:52.030207,191.146.207.239,Cape Verde,system_config,password,336,READ -> EXECUTE,Windows 11 | MAC: be:61:97:6f:1d:1f | TCP/IP,normal,,,
17a0df49-0d01-480f-989a-40c0e87d1c78,user,2023-10-03 13:35:30.377860,145.181.32.252,Aruba,/etc/passwd,biometric,1298,DELETE -> READ,macOS 14 | MAC: bc:01:aa:42:86:52 | TCP/IP,normal,,,
9c7c7377-79a2-4903-bbe3-3b243eae0032,user,2023-10-03 13:45:07.782939,168.37.73.189,Korea,file_share,password,2233,EXECUTE -> LOGIN,Windows 11 | MAC: 3e:d4:63:c4:fd:cc | TCP/IP,normal,,,
