login_hour,day_of_week,session_duration,command_length,unique_resources,failed_login_count,is_known_device,is_known_location,auth_method_encoded,entity_type_encoded,target_label
15,3,10274,1,1,0.0,1,1,3,0,Normal
10,3,10775,1,1,0.0,1,1,0,0,Normal
12,3,10857,1,1,0.0,1,1,3,0,Normal
9,0,6332,1,1,0.0,1,1,0,0,Normal
12,2,2259,1,1,0.0,1,1,6,0,Normal
9,1,4503,1,1,0.0,1,0,4,0,Suspicious Command
15,1,10956,1,1,0.0,1,1,3,0,Normal
15,4,6193,1,1,0.0,1,1,1,0,Normal
10,2,3752,1,1,0.0,1,1,4,0,Normal
8,5,2964,1,1,0.0,1,1,0,0,Normal
11,5,2669,1,1,0.0,1,1,3,0,Normal
12,2,7194,1,1,1.0,1,1,6,0,Normal
8,0,6944,1,1,0.0,1,1,1,0,Normal
11,5,6436,1,1,0.0,1,1,3,0,Normal
11,3,11386,1,1,0.0,1,1,4,0,Normal
8,2,10813,1,1,0.0,1,1,1,0,Normal
17,2,2325,1,1,0.0,1,0,6,0,Unusual Resource Access
10,3,4844,1,1,0.0,1,1,4,0,Normal
17,0,7391,1,1,0.0,1,1,6,0,Normal
8,5,10507,1,1,1.0,1,1,1,0,Normal
13,5,11041,1,1,1.0,1,0,1,0,Unusual Resource Access
9,3,1852,1,1,0.0,1,1,6,0,Normal
18,6,9323,0,1,0.0,1,0,0,0,Unusual Resource Access
12,0,11085,1,1,0.0,1,1,3,0,Normal
13,4,4739,0,1,0.0,1,1,1,0,Normal
15,2,5567,1,1,1.0,1,1,6,0,Normal
12,4,1110,1,1,0.0,1,1,0,0,Normal
13,5,2215,1,1,0.0,1,1,6,0,Normal
14,1,1857,1,1,0.0,1,1,4,0,Normal
14,1,10328,1,1,0.0,1,1,6,0,Normal
18,3,0,0,1,1.0,0,0,3,0,Failed Login
18,5,7230,1,1,0.0,1,1,6,0,Normal
13,1,4150,1,1,0.0,1,1,1,0,Normal
3,6,5586,0,1,0.0,1,0,6,0,Off-Hours Access
8,1,8331,1,1,0.0,1,1,1,0,Normal
17,2,3333,1,1,0.0,1,1,3,0,Normal
11,4,6545,1,1,0.0,1,1,0,0,Normal
17,0,9671,1,1,1.0,1,1,0,0,Normal
16,2,2511,1,1,1.0,1,0,6,0,Suspicious Command
14,2,7911,1,1,0.0,0,0,1,0,Normal
5,2,6887,1,1,0.0,1,0,1,0,Off-Hours Access
14,5,5162,1,1,1.0,1,1,0,0,Normal
14,6,10365,1,1,0.0,1,1,4,0,Normal
12,2,995,1,1,0.0,0,0,4,0,Normal
14,6,8964,1,1,0.0,1,0,0,0,Suspicious Command
13,2,8122,1,1,0.0,1,1,3,0,Normal
12,2,3046,1,1,0.0,1,1,6,0,Normal
18,1,3314,1,1,0.0,1,1,1,0,Normal
15,3,6550,1,1,1.0,1,1,4,0,Normal
10,2,5672,1,1,1.0,1,1,3,0,Normal
11,1,3094,0,1,0.0,1,1,3,0,Normal
10,2,8186,1,1,0.0,1,1,1,0,Normal
17,3,1949,1,1,0.0,1,1,4,0,Normal
15,5,7568,1,1,2.0,1,1,1,0,Normal
16,1,2748,0,1,1.0,1,1,6,0,Normal
10,0,5687,1,1,0.0,1,1,3,0,Normal
12,0,9247,1,1,0.0,1,0,6,0,Unusual Resource Access
16,3,11355,0,1,0.0,1,1,0,0,Normal
13,1,5586,1,1,0.0,1,1,3,0,Normal
14,6,7030,1,1,1.0,1,0,3,0,Unusual Resource Access
8,2,5680,1,1,0.0,1,1,4,0,Normal
16,6,1699,1,1,1.0,1,1,3,0,Normal
18,6,5082,1,1,0.0,1,1,4,0,Normal
12,3,11292,1,1,0.0,0,0,1,0,Unusual Resource Access
11,1,6138,1,1,0.0,1,1,0,0,Normal
7,3,1491,1,1,0.0,1,0,3,0,Off-Hours Access
8,0,7532,1,1,1.0,1,1,6,0,Normal
11,1,2430,0,1,0.0,1,1,0,0,Normal
14,0,2748,0,1,0.0,1,1,0,0,Normal
14,0,9441,1,1,0.0,1,1,3,0,Normal
15,4,0,0,1,1.0,0,0,3,0,Failed Login
13,1,6955,1,1,0.0,1,1,3,0,Normal
17,2,3572,1,1,0.0,1,1,3,0,Normal
10,2,6391,1,1,0.0,1,1,0,0,Normal
16,5,3384,1,1,1.0,1,0,6,0,Suspicious Command
15,0,7945,1,1,0.0,1,1,0,0,Normal
12,2,1903,1,1,0.0,1,1,4,0,Normal
13,4,8631,1,1,1.0,1,0,3,0,Suspicious Command
8,0,10002,1,1,1.0,1,1,1,0,Normal
15,6,2880,1,1,1.0,1,1,6,0,Normal
10,5,7288,1,1,0.0,1,1,3,0,Normal
8,3,2099,0,1,0.0,0,0,1,0,Normal
10,3,8909,1,1,0.0,1,1,4,0,Normal
15,2,2439,1,1,0.0,1,1,0,0,Normal
17,2,7063,1,1,1.0,1,1,6,0,Normal
14,0,5749,0,1,1.0,1,1,0,0,Normal
11,2,1186,1,1,0.0,1,1,6,0,Normal
12,3,0,0,1,1.0,0,0,4,0,Failed Login
8,0,5561,1,1,3.0,1,1,4,0,Normal
9,5,2772,0,1,0.0,1,1,3,0,Normal
9,3,0,0,1,1.0,0,0,6,0,Failed Login
11,6,6409,1,1,0.0,1,1,0,0,Normal
11,3,9216,1,1,0.0,1,1,4,0,Normal
9,2,5547,1,1,0.0,1,1,6,0,Normal
12,4,7669,1,1,0.0,0,0,3,0,Normal
11,2,4302,0,1,0.0,1,1,6,0,Normal
18,0,3296,1,1,0.0,1,1,4,0,Normal
16,0,0,0,1,1.0,1,0,3,0,Failed Login
8,2,1186,1,1,0.0,1,1,0,0,Normal
13,5,9018,0,1,0.0,1,1,1,0,Normal
8,1,6147,1,1,0.0,1,1,1,0,Normal
11,3,1853,0,1,0.0,1,1,6,0,Normal
17,4,9961,1,1,0.0,1,1,6,0,Normal
12,2,9808,1,1,0.0,0,0,6,0,Unusual Resource Access
17,3,5200,1,1,0.0,1,1,6,0,Normal
14,1,7353,1,1,0.0,1,1,0,0,Normal
16,2,3146,1,1,0.0,1,1,1,0,Normal
17,6,8403,1,1,0.0,1,1,4,0,Normal
11,3,6615,1,1,0.0,1,1,6,0,Normal
11,2,9046,1,1,0.0,1,1,0,0,Normal
10,4,2944,1,1,0.0,1,1,3,0,Normal
7,1,2510,1,1,0.0,1,0,0,0,Off-Hours Access
10,0,4451,1,1,0.0,1,1,3,0,Normal
18,4,2338,1,1,1.0,1,1,6,0,Normal
18,6,3716,1,1,0.0,1,1,0,0,Normal
14,1,6222,1,1,0.0,1,0,0,0,Unusual Resource Access
18,3,6493,1,1,0.0,1,0,1,0,Unusual Resource Access
14,6,7128,1,1,0.0,0,0,0,0,Normal
16,1,6095,0,1,0.0,1,1,6,0,Normal
12,3,7249,1,1,0.0,1,1,6,0,Normal
17,1,6675,1,1,1.0,1,0,3,0,Normal
16,4,11521,0,1,0.0,1,0,6,0,Normal
8,3,971,1,1,0.0,0,0,6,0,Normal
18,0,10094,1,1,0.0,1,1,0,0,Normal
8,2,3214,1,1,0.0,1,1,6,0,Normal
20,5,11437,1,1,0.0,1,0,0,0,Off-Hours Access
10,0,0,0,1,1.0,0,0,6,0,Failed Login
10,2,7206,1,1,0.0,1,1,1,0,Normal
17,3,2407,1,1,0.0,1,0,0,0,Unusual Resource Access
17,2,5089,0,1,0.0,1,1,0,0,Normal
11,3,7005,1,1,0.0,1,1,4,0,Normal
12,4,9689,1,1,0.0,0,0,3,0,Normal
16,1,4148,1,1,0.0,1,1,3,0,Normal
11,1,7928,1,1,1.0,1,1,3,0,Normal
15,0,5810,1,1,0.0,1,1,0,0,Normal
18,2,6878,1,1,0.0,0,0,0,0,Normal
22,4,6424,1,1,1.0,1,0,3,0,Off-Hours Access
7,2,8401,0,1,0.0,0,0,6,0,Off-Hours Access
17,3,1648,1,1,0.0,1,1,3,0,Normal
15,3,6056,1,1,0.0,1,1,3,0,Normal
8,2,1939,1,1,0.0,1,1,6,0,Normal
9,6,11320,0,1,0.0,1,1,1,0,Normal
18,2,6006,1,1,0.0,1,1,6,0,Normal
10,4,5238,1,1,0.0,1,1,3,0,Normal
15,5,2188,1,1,0.0,1,1,1,0,Normal
18,2,0,0,1,1.0,1,0,5,0,Failed Login
18,0,2718,1,1,0.0,1,1,4,0,Normal
11,3,11990,1,1,0.0,1,1,3,0,Normal
12,4,10789,1,1,0.0,1,1,6,0,Normal
9,5,6536,1,1,0.0,1,1,4,0,Normal
11,2,7746,1,1,0.0,1,1,6,0,Normal
9,1,8692,1,1,0.0,1,0,4,0,Suspicious Command
10,4,2563,1,1,0.0,1,1,4,0,Normal
16,3,7969,1,1,0.0,1,0,3,0,Unusual Resource Access
0,1,10569,1,1,0.0,1,0,3,0,Off-Hours Access
10,0,9600,1,1,0.0,1,0,1,0,Suspicious Command
12,3,11673,1,1,0.0,0,0,6,0,Normal
17,6,0,0,1,1.0,1,0,6,0,Failed Login
13,6,5573,0,1,0.0,1,0,3,0,Unusual Resource Access
16,4,11786,1,1,0.0,1,0,1,0,Suspicious Command
18,5,1158,1,1,0.0,0,0,4,0,Normal
18,5,2972,1,1,0.0,1,1,3,0,Normal
15,3,2727,1,1,0.0,1,1,3,0,Normal
9,0,0,0,1,1.0,0,0,2,0,Failed Login
13,6,8029,1,1,0.0,1,1,0,0,Normal
13,2,7013,1,1,0.0,0,0,6,0,Suspicious Command
13,3,0,0,1,1.0,0,0,4,0,Failed Login
12,4,3686,1,1,0.0,1,1,6,0,Normal
14,2,5359,0,1,0.0,1,1,6,0,Normal
15,2,11147,0,1,0.0,1,1,4,0,Normal
11,6,9173,0,1,0.0,1,0,3,0,Normal
16,2,0,0,1,1.0,0,0,0,0,Failed Login
10,0,9672,1,1,0.0,1,1,1,0,Normal
11,6,0,0,1,1.0,0,0,2,0,Failed Login
18,6,4922,1,1,0.0,1,1,0,0,Normal
16,2,7919,1,1,0.0,1,1,0,0,Normal
13,2,4855,1,1,0.0,0,0,0,0,Suspicious Command
8,1,6153,0,1,0.0,1,1,3,0,Normal
16,2,10470,1,1,0.0,0,0,6,0,Normal
18,6,6853,1,1,0.0,1,1,4,0,Normal
13,0,0,0,1,2.0,1,0,0,0,Failed Login
10,5,10478,1,1,0.0,1,1,1,0,Normal
7,4,9497,1,1,0.0,1,0,1,0,Off-Hours Access
8,0,11636,1,1,1.0,1,1,1,0,Normal
12,4,3782,1,1,0.0,1,1,0,0,Normal
8,1,8388,1,1,0.0,1,1,6,0,Normal
18,0,3940,1,1,0.0,1,0,4,0,Normal
14,0,7710,1,1,0.0,1,1,1,0,Normal
14,3,0,0,1,1.0,0,0,4,0,Failed Login
11,5,10629,1,1,0.0,1,0,1,0,Unusual Resource Access
15,0,6303,1,1,0.0,1,1,0,0,Normal
12,3,10386,0,1,0.0,0,0,1,0,Normal
10,0,8761,0,1,0.0,1,1,4,0,Normal
16,4,9430,1,1,0.0,1,0,3,0,Unusual Resource Access
12,3,11128,1,1,0.0,1,1,0,0,Normal
10,3,2708,1,1,0.0,1,1,6,0,Normal
13,6,2455,1,1,0.0,1,1,3,0,Normal
8,2,4361,1,1,0.0,1,1,0,0,Normal
9,2,3655,1,1,0.0,1,1,6,0,Normal
13,6,2593,1,1,0.0,1,1,0,0,Normal
15,1,2063,0,1,0.0,1,1,3,0,Normal
16,1,10488,0,1,0.0,1,1,3,0,Normal
8,0,9085,0,1,0.0,1,1,6,0,Normal
11,6,7273,1,1,0.0,1,1,6,0,Normal
11,5,9532,1,1,0.0,0,0,3,0,Normal
8,5,4875,1,1,0.0,1,1,6,0,Normal
12,4,9149,1,1,0.0,1,1,4,0,Normal
11,2,9881,1,1,0.0,1,1,3,0,Normal
4,1,3918,1,1,0.0,1,0,3,0,Off-Hours Access
9,2,7797,1,1,0.0,1,1,0,0,Normal
11,0,9780,1,1,0.0,1,0,6,0,Normal
13,3,9990,1,1,0.0,1,1,1,0,Normal
14,5,4870,0,1,0.0,1,1,3,0,Normal
18,4,1655,1,1,0.0,1,1,3,0,Normal
13,4,8515,1,1,0.0,1,1,3,0,Normal
16,3,3780,1,1,0.0,1,1,3,0,Normal
11,1,7461,1,1,0.0,1,1,0,0,Normal
11,1,0,0,1,1.0,0,0,3,0,Failed Login
12,0,5329,0,1,0.0,1,1,1,0,Normal
11,0,11938,1,1,0.0,1,1,0,0,Normal
13,1,9817,0,1,0.0,1,1,6,0,Normal
12,0,3444,1,1,0.0,1,1,4,0,Normal
1,3,11670,1,1,1.0,1,0,3,0,Off-Hours Access
12,1,5569,0,1,0.0,1,1,3,0,Normal
17,1,4054,1,1,0.0,1,1,6,0,Normal
18,0,2429,1,1,0.0,1,1,4,0,Normal
10,0,1345,1,1,0.0,1,1,6,0,Normal
17,5,10626,1,1,0.0,1,1,3,0,Normal
11,0,7990,1,1,0.0,1,1,0,0,Normal
10,5,4696,1,1,0.0,1,1,1,0,Normal
9,3,0,0,1,1.0,0,0,1,0,Failed Login
16,0,7619,1,1,0.0,1,1,4,0,Normal
16,2,4801,1,1,0.0,1,1,1,0,Normal
16,5,5068,1,1,0.0,1,1,3,0,Normal
13,5,5557,1,1,0.0,1,1,1,0,Normal
10,0,3572,1,1,0.0,1,0,4,0,Suspicious Command
16,3,10874,1,1,0.0,1,1,4,0,Normal
8,1,10813,1,1,0.0,1,1,0,0,Normal
13,1,7533,1,1,0.0,1,1,0,0,Normal
16,5,1516,1,1,0.0,1,1,6,0,Normal
16,5,5566,1,1,0.0,1,1,4,0,Normal
14,4,9729,1,1,0.0,1,1,3,0,Normal
14,2,11426,0,1,0.0,1,1,0,0,Normal
12,4,2223,0,1,0.0,1,1,6,0,Normal
15,3,8771,1,1,0.0,1,1,0,0,Normal
13,4,9793,1,1,0.0,1,1,6,0,Normal
18,2,11749,1,1,0.0,0,0,0,0,Normal
18,4,4299,1,1,0.0,1,1,4,0,Normal
8,5,1172,1,1,0.0,1,1,4,0,Normal
17,1,6522,1,1,0.0,1,1,0,0,Normal
12,3,3030,1,1,0.0,1,0,6,0,Suspicious Command
18,1,2068,1,1,0.0,1,0,3,0,Suspicious Command
16,2,4905,1,1,0.0,1,0,3,0,Normal
8,1,6193,1,1,0.0,1,1,1,0,Normal
9,4,8097,1,1,1.0,1,1,1,0,Normal
9,5,925,1,1,0.0,1,1,1,0,Normal
13,4,6638,1,1,0.0,1,1,0,0,Normal
11,3,3303,0,1,0.0,1,1,0,0,Normal
12,1,11203,1,1,0.0,1,1,1,0,Normal
17,5,2619,1,1,0.0,1,1,1,0,Normal
11,6,7808,0,1,0.0,1,1,0,0,Normal
8,4,8215,1,1,0.0,1,1,6,0,Normal
15,2,11962,1,1,1.0,1,1,1,0,Normal
15,0,9246,1,1,0.0,1,1,6,0,Normal
15,0,9023,1,1,0.0,1,1,4,0,Normal
12,2,9131,1,1,0.0,1,1,4,0,Normal
6,6,1309,1,1,1.0,1,0,0,0,Off-Hours Access
15,2,2219,1,1,0.0,1,1,4,0,Normal
9,4,4302,1,1,0.0,1,1,0,0,Normal
5,6,5659,1,1,0.0,1,0,1,0,Off-Hours Access
13,4,4930,1,1,0.0,1,1,4,0,Normal
18,1,1422,1,1,0.0,1,1,0,0,Normal
12,3,2189,0,1,0.0,1,1,3,0,Normal
12,0,2174,0,1,0.0,1,1,0,0,Normal
14,4,2321,1,1,1.0,1,1,6,0,Normal
16,5,7482,1,1,0.0,1,1,4,0,Normal
15,4,9267,1,1,0.0,1,1,6,0,Normal
8,2,7643,1,1,1.0,1,1,3,0,Normal
17,6,6943,1,1,0.0,1,1,1,0,Normal
13,6,2010,1,1,0.0,1,1,3,0,Normal
11,3,3946,1,1,0.0,1,1,3,0,Normal
8,1,4864,1,1,0.0,1,1,0,0,Normal
10,3,6709,0,1,0.0,1,1,6,0,Normal
14,5,8838,1,1,0.0,1,1,4,0,Normal
16,1,8334,1,1,0.0,1,1,4,0,Normal
15,3,943,1,1,0.0,1,1,1,0,Normal
9,4,9166,1,1,0.0,1,1,1,0,Normal
16,4,5980,1,1,0.0,1,1,0,0,Normal
11,5,2150,1,1,0.0,0,0,4,0,Normal
16,6,0,0,1,1.0,0,0,4,0,Failed Login
9,3,6271,1,1,0.0,1,1,3,0,Normal
12,4,9976,1,1,0.0,1,1,1,0,Normal
9,4,11071,1,1,0.0,1,1,4,0,Normal
9,1,9624,1,1,0.0,1,1,4,0,Normal
8,2,0,0,1,1.0,0,0,3,0,Failed Login
9,0,10308,1,1,0.0,1,1,4,0,Normal
8,1,3740,0,1,0.0,1,1,6,0,Normal
11,3,5745,1,1,0.0,1,1,6,0,Normal
9,2,0,0,1,1.0,0,0,6,0,Failed Login
16,2,7564,1,1,1.0,1,0,4,0,Unusual Resource Access
12,6,10048,1,1,0.0,1,1,6,0,Normal
10,5,5272,1,1,0.0,1,1,3,0,Normal
18,4,9525,0,1,0.0,1,0,6,0,Unusual Resource Access
10,3,7488,1,1,0.0,0,0,4,0,Unusual Resource Access
17,0,1399,1,1,0.0,1,1,1,0,Normal
17,3,1082,1,1,0.0,1,1,6,0,Normal
18,2,3021,1,1,0.0,1,1,0,0,Normal
8,2,3288,0,1,1.0,1,1,1,0,Normal
15,2,6464,1,1,0.0,1,1,3,0,Normal
11,3,3271,1,1,0.0,1,1,6,0,Normal
10,5,7127,1,1,0.0,1,0,6,0,Suspicious Command
10,2,1109,1,1,0.0,1,1,4,0,Normal
15,2,10844,1,1,0.0,1,1,0,0,Normal
12,2,10475,1,1,0.0,0,0,3,0,Normal
12,3,7272,1,1,0.0,1,1,6,0,Normal
11,6,9597,1,1,0.0,1,1,0,0,Normal
14,2,11114,1,1,1.0,1,1,3,0,Normal
18,0,7161,1,1,0.0,1,0,3,0,Suspicious Command
17,3,10360,1,1,0.0,1,1,6,0,Normal
11,2,9436,1,1,0.0,1,1,4,0,Normal
10,5,5946,0,1,0.0,1,1,4,0,Normal
17,6,4723,1,1,0.0,1,1,4,0,Normal
3,2,1028,1,1,0.0,1,0,0,0,Off-Hours Access
16,4,6335,1,1,1.0,1,1,0,0,Normal
13,0,3502,1,1,0.0,1,1,1,0,Normal
8,2,4477,1,1,0.0,1,1,3,0,Normal
14,3,6517,1,1,0.0,1,1,3,0,Normal
14,2,9131,0,1,2.0,1,1,0,0,Normal
16,6,5499,1,1,0.0,1,1,4,0,Normal
13,3,6755,1,1,0.0,1,1,1,0,Normal
13,3,1954,0,1,0.0,1,0,4,0,Unusual Resource Access
18,0,8170,1,1,0.0,1,1,0,0,Normal
9,1,8977,1,1,1.0,1,1,3,0,Normal
17,3,2078,1,1,0.0,0,0,4,0,Normal
12,1,7507,1,1,1.0,1,1,3,0,Normal
8,2,4284,1,1,0.0,1,1,3,0,Normal
9,3,2306,1,1,0.0,1,1,6,0,Normal
18,1,3268,1,1,0.0,1,1,4,0,Normal
11,5,8757,1,1,0.0,1,1,1,0,Normal
18,6,11629,1,1,0.0,1,1,0,0,Normal
18,6,5398,0,1,0.0,1,1,6,0,Normal
16,4,8862,1,1,1.0,1,0,0,0,Suspicious Command
12,5,6553,1,1,0.0,1,1,6,0,Normal
0,0,5797,1,1,0.0,1,0,1,0,Off-Hours Access
0,0,6158,1,1,0.0,1,0,6,0,Off-Hours Access
8,1,6473,1,1,1.0,1,1,0,0,Normal
10,4,5156,1,1,1.0,0,0,0,0,Normal
16,1,941,1,1,1.0,1,1,0,0,Normal
8,0,2246,1,1,1.0,1,1,4,0,Normal
17,5,8817,1,1,0.0,1,1,0,0,Normal
18,6,0,0,1,1.0,0,0,0,0,Failed Login
5,5,1501,1,1,0.0,1,0,4,0,Off-Hours Access
12,5,0,0,1,1.0,0,0,4,0,Failed Login
14,1,4848,1,1,0.0,1,0,0,0,Suspicious Command
11,6,8545,0,1,0.0,1,1,0,0,Normal
9,5,8352,1,1,0.0,1,1,0,0,Normal
12,0,9690,1,1,1.0,1,1,4,0,Normal
15,6,7347,0,1,0.0,1,0,4,0,Unusual Resource Access
13,1,11798,1,1,0.0,1,1,3,0,Normal
16,6,9955,0,1,0.0,1,1,4,0,Normal
13,0,8892,1,1,0.0,1,1,4,0,Normal
14,1,0,0,1,1.0,0,0,3,0,Failed Login
15,2,4923,1,1,0.0,0,0,3,0,Unusual Resource Access
23,6,8460,0,1,0.0,1,0,6,0,Off-Hours Access
14,0,8436,1,1,1.0,1,0,0,0,Suspicious Command
17,3,7985,1,1,0.0,1,1,3,0,Normal
13,5,3457,0,1,0.0,1,1,0,0,Normal
11,5,7850,1,1,0.0,1,1,3,0,Normal
11,6,4834,1,1,1.0,1,1,0,0,Normal
14,0,8345,1,1,0.0,1,1,6,0,Normal
12,1,4676,1,1,1.0,1,1,1,0,Normal
11,5,5358,1,1,0.0,1,1,6,0,Normal
12,3,10967,1,1,0.0,1,1,4,0,Normal
11,2,7683,1,1,0.0,1,1,3,0,Normal
16,3,11782,0,1,1.0,1,1,6,0,Normal
13,2,10086,1,1,0.0,1,1,4,0,Normal
16,2,11867,1,1,0.0,0,0,1,0,Normal
17,3,9199,1,1,0.0,1,1,1,0,Normal
9,6,4113,1,1,0.0,1,1,1,0,Normal
21,1,3304,1,1,0.0,1,0,3,0,Off-Hours Access
12,1,5227,1,1,0.0,1,1,0,0,Normal
11,6,5490,1,1,0.0,1,1,4,0,Normal
16,5,1849,1,1,0.0,1,0,1,0,Suspicious Command
18,1,4445,1,1,0.0,1,1,3,0,Normal
9,5,2215,1,1,1.0,1,1,0,0,Normal
8,0,4894,1,1,0.0,1,1,3,0,Normal
9,3,3668,1,1,0.0,0,0,0,0,Normal
11,2,7369,1,1,0.0,0,0,0,0,Normal
17,3,8035,0,1,0.0,1,0,0,0,Normal
14,2,942,1,1,0.0,1,1,4,0,Normal
9,3,2436,1,1,0.0,1,1,1,0,Normal
16,5,4605,0,1,0.0,1,0,1,0,Unusual Resource Access
18,4,10972,1,1,0.0,1,1,4,0,Normal
17,6,6190,1,1,0.0,1,1,6,0,Normal
14,2,1443,1,1,0.0,0,0,3,0,Normal
12,2,10667,1,1,0.0,1,1,6,0,Normal
0,4,2831,1,1,0.0,1,0,4,0,Off-Hours Access
17,4,6485,1,1,0.0,1,1,1,0,Normal
10,6,1310,1,1,0.0,0,0,3,0,Normal
12,6,10787,1,1,1.0,1,1,1,0,Normal
16,6,4047,1,1,1.0,1,1,4,0,Normal
15,6,3569,0,1,0.0,1,0,6,0,Unusual Resource Access
9,3,4003,0,1,0.0,1,1,1,0,Normal
18,4,10373,0,1,1.0,1,1,3,0,Normal
17,5,8976,0,1,0.0,1,1,0,0,Normal
8,1,8303,0,1,0.0,1,1,3,0,Normal
12,6,6306,0,1,0.0,1,1,6,0,Normal
11,6,6155,1,1,1.0,1,1,3,0,Normal
12,5,7514,1,1,0.0,1,1,0,0,Normal
8,1,4577,1,1,0.0,1,1,4,0,Normal
17,1,2211,1,1,0.0,1,1,1,0,Normal
11,3,10405,1,1,0.0,1,1,4,0,Normal
15,4,6475,0,1,0.0,1,1,4,0,Normal
16,3,5872,1,1,0.0,1,1,3,0,Normal
9,1,7240,0,1,0.0,1,1,4,0,Normal
15,0,10462,1,1,0.0,1,1,3,0,Normal
15,4,2661,0,1,0.0,1,1,6,0,Normal
15,6,6831,1,1,0.0,1,1,0,0,Normal
10,2,3385,1,1,0.0,1,1,0,0,Normal
12,1,1305,1,1,0.0,1,1,4,0,Normal
16,0,6615,1,1,0.0,1,1,3,0,Normal
14,1,0,0,1,2.0,0,0,0,0,Failed Login
15,5,7556,1,1,1.0,1,0,3,0,Suspicious Command
15,3,2042,1,1,0.0,1,1,0,0,Normal
11,2,11601,1,1,1.0,1,0,0,0,Unusual Resource Access
11,0,3244,1,1,1.0,1,1,6,0,Normal
8,0,7090,1,1,0.0,1,1,6,0,Normal
8,2,11621,1,1,2.0,1,1,4,0,Normal
14,5,5905,0,1,0.0,1,1,3,0,Normal
15,2,7167,1,1,0.0,1,1,6,0,Normal
16,2,8745,1,1,0.0,1,1,3,0,Normal
17,5,5093,1,1,0.0,1,1,6,0,Normal
10,4,4956,1,1,0.0,1,1,4,0,Normal
10,4,8758,1,1,0.0,1,1,6,0,Normal
15,1,3856,0,1,0.0,1,1,6,0,Normal
10,6,8773,0,1,0.0,1,1,6,0,Normal
13,3,4321,1,1,0.0,1,1,0,0,Normal
15,5,3512,1,1,0.0,1,1,0,0,Normal
9,6,10196,1,1,0.0,1,1,4,0,Normal
9,0,0,0,1,1.0,0,0,4,0,Failed Login
8,2,3508,1,1,0.0,0,0,6,0,Unusual Resource Access
2,2,5308,1,1,0.0,1,0,6,0,Off-Hours Access
15,1,6724,1,1,0.0,1,1,6,0,Normal
15,6,1732,1,1,0.0,1,1,1,0,Normal
13,5,4441,1,1,0.0,1,0,3,0,Suspicious Command
8,1,5153,1,1,0.0,1,1,6,0,Normal
11,6,2136,1,1,0.0,1,1,0,0,Normal
9,3,2467,1,1,0.0,1,1,6,0,Normal
14,6,11865,1,1,0.0,1,1,0,0,Normal
9,6,2852,1,1,0.0,1,1,6,0,Normal
13,4,10492,1,1,0.0,1,0,0,0,Suspicious Command
9,6,6187,1,1,0.0,1,1,4,0,Normal
11,0,5859,1,1,0.0,1,0,0,0,Suspicious Command
10,4,4803,1,1,1.0,1,1,0,0,Normal
13,6,4760,1,1,0.0,0,0,0,0,Suspicious Command
15,2,4033,1,1,0.0,1,1,4,0,Normal
5,2,9395,1,1,0.0,1,0,4,0,Off-Hours Access
17,0,9648,1,1,0.0,1,1,4,0,Normal
12,6,1728,1,1,0.0,1,1,0,0,Normal
12,6,7764,1,1,1.0,1,1,6,0,Normal
14,3,7543,1,1,0.0,1,1,1,0,Normal
17,3,11214,1,1,0.0,1,0,4,0,Unusual Resource Access
13,2,2681,1,1,0.0,1,1,1,0,Normal
10,0,5137,1,1,0.0,1,1,6,0,Normal
8,6,9447,1,1,1.0,1,1,6,0,Normal
11,6,9542,1,1,1.0,1,1,3,0,Normal
10,4,11342,1,1,0.0,1,1,3,0,Normal
14,2,2250,1,1,0.0,1,1,0,0,Normal
10,2,5834,1,1,0.0,0,0,1,0,Normal
8,2,10814,1,1,0.0,0,0,1,0,Normal
18,3,8326,1,1,0.0,1,1,4,0,Normal
12,1,9145,1,1,0.0,1,1,0,0,Normal
13,3,5555,1,1,0.0,1,1,6,0,Normal
15,0,5909,1,1,0.0,1,0,1,0,Suspicious Command
17,0,4373,1,1,0.0,1,1,4,0,Normal
13,3,10041,1,1,0.0,1,1,0,0,Normal
11,1,4526,1,1,0.0,1,1,6,0,Normal
12,2,1726,1,1,0.0,1,1,1,0,Normal
10,5,5053,0,1,0.0,0,0,0,0,Normal
15,1,4670,1,1,0.0,1,1,1,0,Normal
14,4,3063,1,1,0.0,1,1,1,0,Normal
9,3,9654,1,1,0.0,1,1,4,0,Normal
1,6,3460,1,1,0.0,1,0,3,0,Off-Hours Access
9,1,9267,1,1,2.0,1,1,1,0,Normal
16,5,4987,1,1,0.0,1,1,6,0,Normal
11,6,5060,1,1,1.0,1,1,3,0,Normal
15,1,6045,1,1,0.0,1,1,0,0,Normal
14,2,9336,1,1,0.0,1,1,1,0,Normal
11,1,7625,1,1,0.0,1,1,6,0,Normal
16,1,4790,1,1,0.0,1,1,0,0,Normal
19,5,6773,1,1,1.0,1,0,3,0,Off-Hours Access
9,2,7821,0,1,0.0,1,1,1,0,Normal
17,5,3337,1,1,0.0,1,0,3,0,Suspicious Command
16,4,10630,1,1,1.0,1,1,3,0,Normal
14,2,4882,1,1,0.0,1,1,0,0,Normal
15,4,11727,1,1,0.0,1,0,6,0,Suspicious Command
16,0,8741,1,1,0.0,1,1,0,0,Normal
21,3,6662,1,1,0.0,1,0,0,0,Off-Hours Access
16,2,4536,0,1,0.0,1,1,3,0,Normal
16,2,11202,1,1,0.0,1,1,3,0,Normal
4,3,7108,1,1,1.0,1,0,6,0,Off-Hours Access
