login_hour,day_of_week,session_duration,command_length,unique_resources,failed_login_count,is_known_device,is_known_location,auth_method_encoded,entity_type_encoded
8,0,2381,1,1,0.0,0,0,2,1
17,3,1400,1,1,0.0,0,1,2,2
1,1,31,1,1,1.0,0,0,4,1
5,1,3567,1,1,0.0,0,1,5,1
21,1,3557,1,1,0.0,0,1,2,1
9,4,2914,1,1,1.0,0,0,2,2
19,1,3403,1,1,1.0,0,1,2,2
20,0,3405,1,1,0.0,0,1,4,2
3,5,2226,1,1,0.0,0,1,2,1
2,2,153,1,1,0.0,0,0,1,2
18,5,687,1,1,0.0,0,1,2,1
3,0,1478,1,1,0.0,0,1,5,2
21,3,1599,1,1,0.0,0,0,5,1
11,0,2672,1,1,1.0,0,0,4,1
23,3,3594,1,1,0.0,0,1,2,1
2,1,87656,1,1,0.0,0,0,6,1
18,6,2223,1,1,0.0,0,0,4,2
18,4,1967,1,1,0.0,0,1,5,1
6,5,3455,1,1,0.0,0,0,5,2
13,3,2404,1,1,0.0,0,1,4,2
7,4,3325,1,1,0.0,0,0,4,2
7,4,1660,1,1,0.0,0,1,5,2
12,2,2114,1,1,0.0,0,0,4,1
16,6,2034,1,1,0.0,0,1,5,1
8,0,3128,1,1,0.0,0,1,4,2
2,1,98,1,1,0.0,0,0,1,3
7,2,1947,1,1,1.0,0,1,4,2
2,3,3288,1,1,0.0,0,0,3,1
21,5,2013,1,1,0.0,0,1,5,1
16,6,3172,1,1,0.0,0,0,4,1
19,6,2734,1,1,0.0,0,1,5,1
23,4,2103,1,1,0.0,0,0,4,2
10,2,2847,1,1,0.0,0,0,5,1
21,2,426,1,1,1.0,0,1,4,1
9,4,3510,1,1,1.0,0,0,2,2
23,4,2267,1,1,0.0,0,1,5,2
16,5,3037,1,1,0.0,0,1,5,1
19,4,3310,1,1,0.0,0,1,4,2
10,0,46,1,1,1.0,0,0,4,2
21,0,74865,1,1,0.0,0,0,4,4
19,0,2943,1,1,0.0,0,0,0,1
17,4,1371,1,1,0.0,0,1,2,1
15,6,761,1,1,0.0,0,0,5,1
10,0,3355,1,1,0.0,0,1,4,1
5,1,1923,1,1,0.0,0,1,2,2
14,6,3457,1,1,0.0,0,1,2,1
0,1,490,1,1,0.0,0,1,2,1
18,1,1430,1,1,0.0,0,0,2,2
2,6,3493,1,1,0.0,0,0,2,2
14,3,3128,1,1,0.0,0,1,4,1
11,2,3267,1,1,0.0,0,1,5,2
2,4,2925,1,1,0.0,0,1,5,1
17,2,91309,1,1,0.0,0,0,6,3
3,4,3017,1,1,0.0,0,1,5,2
18,1,1482,1,1,0.0,0,1,4,2
12,0,2972,1,1,0.0,0,1,5,1
7,1,1857,1,1,0.0,0,1,4,1
21,3,2511,1,1,0.0,0,1,5,2
22,5,2922,1,1,0.0,0,1,2,1
7,2,2276,1,1,0.0,0,1,5,2
1,0,401,1,1,0.0,0,0,1,4
5,6,1788,1,1,0.0,0,1,4,2
6,4,2995,1,1,0.0,0,0,4,1
19,2,1334,1,1,0.0,0,1,4,2
22,0,2041,1,1,0.0,0,0,2,1
0,1,2858,1,1,0.0,0,0,5,0
14,2,3372,1,1,0.0,0,0,4,2
5,3,5,1,1,1.0,0,0,4,2
14,0,3556,1,1,0.0,0,0,5,2
13,4,2754,1,1,0.0,0,1,2,2
20,2,2296,1,1,0.0,0,1,5,2
13,3,772,1,1,0.0,0,1,4,2
6,5,1382,1,1,0.0,0,1,5,1
15,5,622,1,1,0.0,0,0,2,2
19,5,1345,1,1,0.0,0,1,4,1
14,6,7016,1,1,0.0,0,0,5,4
23,2,1134,1,1,0.0,0,0,5,2
15,5,2982,1,1,0.0,0,1,2,2
2,3,1587,1,1,0.0,0,1,2,2
10,1,584,1,1,0.0,0,1,4,2
13,3,2752,1,1,0.0,0,0,5,3
9,1,1715,1,1,1.0,0,0,2,3
13,4,100897,1,1,0.0,0,0,6,3
10,0,130,1,1,0.0,0,0,1,1
13,4,1117,1,1,0.0,0,1,4,2
5,2,995,1,1,0.0,0,0,2,3
4,1,3064,1,1,0.0,0,0,2,1
8,2,11,1,1,1.0,0,0,4,4
9,5,2189,1,1,0.0,0,1,5,1
18,6,1711,1,1,1.0,0,1,4,2
23,2,3316,1,1,0.0,0,1,5,1
18,3,3090,1,1,0.0,0,0,2,1
20,1,1299,1,1,0.0,0,1,2,1
3,3,2114,1,1,0.0,0,1,2,2
0,1,1706,1,1,0.0,0,1,2,1
1,6,2062,1,1,0.0,0,0,4,2
21,0,960,1,1,0.0,0,1,4,1
3,5,3335,1,1,0.0,0,1,4,2
5,0,1072,1,1,1.0,0,1,4,1
4,6,3131,1,1,0.0,0,0,4,1
8,1,764,1,1,0.0,0,1,2,1
2,0,1843,1,1,0.0,0,0,5,2
21,3,3565,1,1,0.0,0,1,5,2
21,6,20,1,1,1.0,0,0,4,3
0,6,3180,1,1,1.0,0,1,2,1
0,2,2892,1,1,0.0,0,1,2,1
1,4,1229,1,1,1.0,0,0,5,2
13,1,2783,1,1,1.0,0,1,5,2
2,4,2946,1,1,0.0,0,0,2,1
19,4,2280,1,1,0.0,0,0,3,1
5,0,975,1,1,0.0,0,0,4,1
14,6,1853,1,1,0.0,0,0,4,2
1,3,204,1,1,0.0,0,0,1,2
21,0,3337,1,1,0.0,0,0,5,2
23,2,2838,1,1,0.0,0,0,5,2
20,5,2569,1,1,0.0,0,1,5,2
7,5,2383,1,1,0.0,0,1,5,2
18,5,654,1,1,0.0,0,1,4,1
6,0,3295,1,1,0.0,0,1,5,1
16,0,1302,1,1,0.0,0,0,2,2
1,6,1134,1,1,0.0,0,1,2,1
8,1,3133,1,1,0.0,0,1,5,1
17,0,2967,1,1,0.0,0,1,5,1
21,3,448,1,1,0.0,0,1,5,2
14,1,611,1,1,0.0,0,1,2,2
4,6,3505,1,1,0.0,0,1,5,2
22,6,1017,1,1,0.0,0,0,5,1
4,5,746,1,1,0.0,0,0,5,1
15,1,969,1,1,0.0,0,1,4,2
13,4,6,1,1,1.0,0,0,4,2
23,5,1024,1,1,0.0,0,1,5,2
13,6,1357,1,1,0.0,0,0,2,1
23,6,965,1,1,0.0,0,0,5,1
2,5,2759,1,1,1.0,0,0,2,1
8,5,3210,1,1,0.0,0,1,5,1
13,2,2484,1,1,0.0,0,1,4,1
16,2,399,1,1,0.0,0,0,1,2
9,4,476,1,1,0.0,0,1,2,1
7,6,990,1,1,0.0,0,1,4,1
6,6,3290,1,1,0.0,0,0,4,1
6,1,1102,1,1,1.0,0,1,4,2
1,6,571,1,1,0.0,0,1,5,2
20,4,2527,1,1,0.0,0,1,5,1
1,3,1439,1,1,0.0,0,0,5,1
4,1,2464,1,1,1.0,0,1,2,2
12,5,857,1,1,0.0,0,1,5,1
10,4,2930,1,1,0.0,0,1,2,1
18,3,2853,1,1,0.0,0,1,5,1
11,5,545,1,1,0.0,0,1,5,1
1,3,839,1,1,0.0,0,1,2,2
8,0,3420,1,1,0.0,0,0,4,1
14,5,212,1,1,1.0,0,0,1,2
23,2,295,1,1,1.0,0,0,4,2
5,1,1728,1,1,1.0,0,0,4,1
4,0,19,1,1,1.0,0,0,4,0
2,1,1432,1,1,1.0,0,1,4,2
4,5,3238,1,1,0.0,0,1,2,2
10,1,1609,1,1,0.0,0,0,2,2
11,0,1134,1,1,1.0,0,0,5,1
22,3,1441,1,1,0.0,0,0,2,0
8,6,2763,1,1,0.0,0,0,5,2
6,2,3342,1,1,0.0,0,1,2,1
15,5,1782,1,1,0.0,0,0,2,2
10,5,615,1,1,0.0,0,1,2,2
6,2,1486,1,1,0.0,0,1,5,1
21,0,15,1,1,1.0,0,0,4,0
20,3,2898,1,1,0.0,0,1,4,2
23,5,1672,1,1,0.0,0,1,4,1
20,4,2442,1,1,0.0,0,1,5,1
11,0,19,1,1,1.0,0,0,4,2
23,5,572,1,1,0.0,0,0,4,1
9,2,2723,1,1,0.0,0,0,4,1
12,0,2764,1,1,0.0,0,1,4,2
16,1,1298,1,1,0.0,0,1,2,2
13,5,3528,1,1,0.0,0,1,5,2
19,6,3392,1,1,0.0,0,1,2,2
8,6,1386,1,1,0.0,0,1,5,2
22,5,1312,1,1,0.0,0,1,4,1
1,0,3128,1,1,0.0,0,1,2,2
21,1,2755,1,1,0.0,0,0,5,1
1,2,1911,1,1,0.0,0,1,2,2
4,3,2304,1,1,0.0,0,1,5,1
16,6,1397,1,1,0.0,0,1,4,1
16,0,717,1,1,0.0,0,0,5,1
20,4,2883,1,1,0.0,0,0,5,2
11,0,3127,1,1,1.0,0,1,5,1
6,4,3288,1,1,0.0,0,1,2,1
18,0,627,1,1,0.0,0,1,2,1
0,2,2336,1,1,0.0,0,1,5,1
23,3,3280,1,1,0.0,0,1,4,2
3,4,1185,1,1,0.0,0,1,5,2
18,5,2139,1,1,0.0,0,0,5,3
9,2,2354,1,1,0.0,0,1,5,1
23,5,814,1,1,0.0,0,0,4,2
5,1,3336,1,1,0.0,0,0,5,1
0,0,1004,1,1,0.0,0,1,2,2
21,4,2981,1,1,0.0,0,1,2,2
9,3,2178,1,1,0.0,0,0,2,2
5,4,1323,1,1,0.0,0,1,4,2
11,1,3059,1,1,0.0,0,1,5,1
13,5,692,1,1,0.0,0,0,5,1
5,6,643,1,1,0.0,0,0,2,4
0,0,2790,1,1,0.0,0,0,4,2
20,1,5250,1,1,0.0,0,0,0,1
20,5,1606,1,1,0.0,0,1,5,2
19,0,1082,1,1,0.0,0,1,2,1
8,2,867,1,1,0.0,0,0,4,2
17,5,1707,1,1,0.0,0,1,4,2
14,5,3011,1,1,1.0,0,1,4,2
21,6,3363,1,1,0.0,0,0,2,1
12,5,1624,1,1,1.0,0,1,5,2
15,4,198,1,1,1.0,0,0,4,0
7,3,2502,1,1,0.0,0,1,5,2
5,3,358,1,1,0.0,0,0,2,2
10,3,3462,1,1,0.0,0,0,2,1
3,4,1955,1,1,0.0,0,0,2,1
3,5,2461,1,1,0.0,0,0,5,1
6,2,1735,1,1,1.0,0,0,3,2
13,5,2318,1,1,0.0,0,1,4,1
3,6,1412,1,1,0.0,0,0,4,2
19,5,2481,1,1,0.0,0,0,5,1
1,3,2862,1,1,0.0,0,0,2,1
0,6,2651,1,1,0.0,0,1,2,2
7,0,3200,1,1,0.0,0,0,4,2
5,4,2502,1,1,0.0,0,1,4,2
7,2,3307,1,1,0.0,0,1,5,1
8,5,812,1,1,0.0,0,0,4,1
14,2,2829,1,1,0.0,0,1,5,2
8,6,69,1,1,1.0,0,0,4,0
1,5,3028,1,1,0.0,0,1,4,1
3,0,366,1,1,0.0,0,0,4,2
0,0,2610,1,1,0.0,0,1,2,1
2,0,956,1,1,0.0,0,0,4,2
2,3,3222,1,1,0.0,0,1,5,2
4,2,1591,1,1,0.0,0,1,2,1
9,3,142,1,1,0.0,0,0,1,3
2,6,669,1,1,0.0,0,0,4,1
3,0,1224,1,1,0.0,0,0,4,2
11,1,2181,1,1,0.0,0,0,4,2
12,2,2000,1,1,0.0,0,0,5,2
21,3,3200,1,1,0.0,0,1,2,1
10,0,1819,1,1,1.0,0,1,4,2
11,3,19,1,1,1.0,0,0,4,1
0,0,541,1,1,0.0,0,1,5,1
17,1,160,1,1,1.0,0,0,4,0
17,6,3481,1,1,1.0,0,0,2,1
2,6,2643,1,1,0.0,0,0,2,1
22,1,3375,1,1,0.0,0,0,2,2
6,2,474,1,1,0.0,0,0,2,1
23,5,888,1,1,0.0,0,0,1,3
15,3,2121,1,1,0.0,0,1,5,2
17,3,2064,1,1,0.0,0,1,2,2
3,0,1539,1,1,0.0,0,1,5,2
23,4,93697,1,1,0.0,0,0,6,1
0,6,3329,1,1,0.0,0,0,5,1
20,4,1820,1,1,0.0,0,1,4,2
21,2,2532,1,1,0.0,0,0,2,1
23,4,2897,1,1,1.0,0,0,5,2
13,3,1461,1,1,1.0,0,1,5,1
17,0,1071,1,1,0.0,0,0,5,2
23,0,2384,1,1,1.0,0,1,4,1
11,3,819,1,1,0.0,0,1,4,1
4,0,3304,1,1,0.0,0,0,2,1
8,0,3077,1,1,0.0,0,0,5,2
8,5,3218,1,1,0.0,0,0,2,2
10,1,417,1,1,0.0,0,1,2,2
17,0,2169,1,1,0.0,0,1,5,2
9,1,2221,1,1,0.0,0,0,2,1
21,0,1008,1,1,0.0,0,1,5,2
11,0,3170,1,1,0.0,0,0,4,2
19,4,1751,1,1,0.0,0,0,5,1
23,5,3590,1,1,0.0,0,1,2,1
17,4,1587,1,1,0.0,0,1,4,1
22,4,309,1,1,0.0,0,0,4,0
9,5,2994,1,1,0.0,0,1,5,1
12,0,406,1,1,0.0,0,1,5,1
14,0,3211,1,1,0.0,0,1,2,2
20,0,3416,1,1,0.0,0,0,5,1
9,1,1410,1,1,0.0,0,0,4,1
19,1,1691,1,1,0.0,0,0,4,2
9,3,1870,1,1,0.0,0,1,2,2
9,1,3233,1,1,0.0,0,1,2,2
13,1,3109,1,1,0.0,0,1,5,1
8,5,2322,1,1,0.0,0,0,0,1
16,3,3244,1,1,0.0,0,1,4,2
5,0,565,1,1,0.0,0,0,5,1
3,0,1810,1,1,0.0,0,0,5,2
21,4,842,1,1,0.0,0,0,2,1
19,1,4927,1,1,0.0,0,0,0,1
18,5,532,1,1,0.0,0,1,2,1
21,3,3417,1,1,0.0,0,0,2,1
7,6,3215,1,1,0.0,0,0,2,1
14,0,1614,1,1,0.0,0,1,2,1
12,5,412,1,1,0.0,0,1,4,2
17,2,44935,1,1,0.0,0,0,4,4
10,1,57,1,1,1.0,0,0,4,1
7,0,1646,1,1,0.0,0,1,5,1
10,6,1904,1,1,1.0,0,0,4,2
16,3,2334,1,1,0.0,0,0,2,2
0,6,229,1,1,0.0,0,0,1,2
23,3,1623,1,1,1.0,0,0,2,1
0,0,315,1,1,0.0,0,1,4,2
14,4,1170,1,1,0.0,0,0,2,2
15,1,626,1,1,0.0,0,1,5,2
14,5,216,1,1,0.0,0,0,1,2
13,1,3057,1,1,0.0,0,1,4,1
0,4,61125,1,1,0.0,0,0,4,3
15,6,1836,1,1,0.0,0,0,3,1
3,5,125,1,1,1.0,0,0,4,1
11,1,2676,1,1,0.0,0,1,4,2
9,2,3108,1,1,0.0,0,1,4,2
18,0,2947,1,1,0.0,0,1,4,2
2,2,2082,1,1,0.0,0,1,2,1
18,5,1402,1,1,0.0,0,0,4,1
3,2,965,1,1,0.0,0,0,5,2
16,4,2726,1,1,0.0,0,0,4,2
10,1,648,1,1,0.0,0,1,4,1
4,0,3114,1,1,0.0,0,0,4,2
17,5,2667,1,1,0.0,0,0,4,2
22,5,2514,1,1,0.0,0,1,2,2
4,2,1203,1,1,0.0,0,0,4,1
4,2,3368,1,1,0.0,0,1,4,2
16,0,3170,1,1,0.0,0,1,5,2
5,0,29,1,1,1.0,0,0,4,2
22,2,50087,1,1,0.0,0,0,4,1
8,3,673,1,1,0.0,0,0,5,1
8,6,1903,1,1,0.0,0,1,4,1
0,4,2671,1,1,1.0,0,0,4,1
15,6,1202,1,1,1.0,0,0,2,2
10,3,2391,1,1,0.0,0,0,2,2
21,4,2892,1,1,0.0,0,0,4,1
20,2,2917,1,1,0.0,0,0,4,1
12,6,95010,1,1,0.0,0,0,6,4
12,1,2496,1,1,0.0,0,0,2,1
10,0,3198,1,1,0.0,0,1,5,2
22,4,1244,1,1,0.0,0,0,4,2
23,6,1581,1,1,0.0,0,1,2,2
1,0,2560,1,1,0.0,0,0,2,2
23,0,737,1,1,0.0,0,0,1,0
20,1,1660,1,1,0.0,0,0,4,2
2,4,3025,1,1,0.0,0,1,4,1
5,5,3333,1,1,0.0,0,1,2,1
8,0,3368,1,1,0.0,0,1,4,2
5,1,2866,1,1,0.0,0,1,5,1
20,2,2652,1,1,0.0,0,1,2,2
1,2,842,1,1,0.0,0,0,1,3
7,1,1657,1,1,0.0,0,0,5,2
7,6,2037,1,1,0.0,0,0,4,1
6,5,858,1,1,0.0,0,0,5,2
18,2,3374,1,1,0.0,0,0,2,1
20,5,391,1,1,0.0,0,1,2,3
15,5,3128,1,1,0.0,0,1,5,1
11,4,417,1,1,0.0,0,0,4,2
15,5,795,1,1,0.0,0,0,2,1
21,4,2742,1,1,0.0,0,1,4,2
1,6,1782,1,1,0.0,0,1,4,1
5,5,2007,1,1,0.0,0,1,4,2
9,3,1216,1,1,0.0,0,1,4,1
4,6,2852,1,1,0.0,0,0,4,2
7,1,1567,1,1,0.0,0,1,4,1
8,6,1496,1,1,0.0,0,0,2,4
19,4,800,1,1,0.0,0,1,4,1
18,2,990,1,1,0.0,0,1,4,1
11,3,3595,1,1,0.0,0,1,2,1
17,4,1477,1,1,0.0,0,0,4,1
21,1,1914,1,1,1.0,0,0,2,2
7,4,2414,1,1,0.0,0,1,2,2
15,0,2586,1,1,0.0,0,1,2,1
13,2,1865,1,1,0.0,0,1,5,2
23,0,2760,1,1,0.0,0,1,4,1
21,4,2251,1,1,0.0,0,0,4,2
4,1,666,1,1,0.0,0,0,2,0
3,6,373,1,1,0.0,0,0,1,2
2,6,654,1,1,0.0,0,0,2,1
21,0,579,1,1,0.0,0,0,2,3
19,2,1498,1,1,0.0,0,1,2,2
16,6,583,1,1,1.0,0,0,5,2
20,6,1279,1,1,0.0,0,1,4,1
20,3,2485,1,1,0.0,0,1,5,2
7,1,142,1,1,0.0,0,0,1,3
13,5,2148,1,1,0.0,0,1,2,2
4,1,2125,1,1,0.0,0,1,2,1
17,3,1108,1,1,0.0,0,1,2,2
22,5,2577,1,1,0.0,0,0,5,2
19,2,1857,1,1,0.0,0,1,5,2
13,6,2138,1,1,0.0,0,0,2,1
22,0,3379,1,1,0.0,0,1,2,2
2,1,1821,1,1,0.0,0,1,2,2
6,1,2062,1,1,0.0,0,1,4,1
8,6,2608,1,1,0.0,0,1,5,2
11,4,1335,1,1,0.0,0,0,2,1
17,5,95,1,1,1.0,0,0,4,2
17,0,503,1,1,0.0,0,0,1,4
13,2,1528,1,1,1.0,0,1,4,1
7,5,2399,1,1,0.0,0,1,4,2
2,0,2753,1,1,0.0,0,1,5,2
12,5,783,1,1,0.0,0,0,2,2
15,1,1548,1,1,0.0,0,1,4,1
23,4,1356,1,1,0.0,0,1,5,2
17,0,3266,1,1,0.0,0,1,2,1
16,2,1008,1,1,1.0,0,1,4,2
18,5,2299,1,1,0.0,0,1,5,2
22,5,1847,1,1,0.0,0,1,2,1
19,1,2729,1,1,0.0,0,1,2,1
17,6,2750,1,1,0.0,0,1,5,2
16,2,444,1,1,0.0,0,1,2,2
9,1,300,1,1,0.0,0,1,5,2
6,1,3475,1,1,0.0,0,1,5,1
17,1,418,1,1,0.0,0,1,2,2
12,2,2477,1,1,0.0,0,1,5,2
15,4,2771,1,1,0.0,0,1,4,1
14,0,1373,1,1,0.0,0,1,5,1
21,2,392,1,1,0.0,0,0,5,2
4,4,78,1,1,1.0,0,0,4,2
4,1,967,1,1,0.0,0,0,3,0
5,1,6695,1,1,0.0,0,0,5,3
9,6,3089,1,1,1.0,0,0,5,1
8,4,1568,1,1,0.0,0,1,4,1
4,4,3222,1,1,0.0,0,1,4,1
22,4,786,1,1,0.0,0,1,4,2
11,5,3031,1,1,0.0,0,1,5,1
4,5,3287,1,1,0.0,0,0,5,1
15,5,3064,1,1,1.0,0,1,5,2
5,0,1188,1,1,0.0,0,0,4,2
4,1,1816,1,1,0.0,0,1,5,1
14,5,1415,1,1,0.0,0,1,2,1
17,1,725,1,1,0.0,0,0,2,3
9,4,1249,1,1,0.0,0,0,2,1
19,3,401,1,1,0.0,0,0,5,1
0,0,2947,1,1,0.0,0,1,5,1
11,1,2392,1,1,0.0,0,1,5,1
19,3,3259,1,1,0.0,0,1,2,1
8,3,583,1,1,0.0,0,0,4,2
12,5,1822,1,1,0.0,0,1,5,2
11,4,2548,1,1,0.0,0,1,5,2
13,2,3363,1,1,0.0,0,1,4,2
22,4,2101,1,1,0.0,0,0,2,2
12,2,2516,1,1,0.0,0,1,2,1
20,4,1094,1,1,0.0,0,0,5,1
17,6,3190,1,1,0.0,0,1,2,2
5,2,3351,1,1,0.0,0,1,4,1
1,5,827,1,1,0.0,0,1,4,2
17,0,225,1,1,0.0,0,0,1,0
7,6,888,1,1,0.0,0,0,4,2
21,6,1737,1,1,0.0,0,1,4,1
5,3,3090,1,1,0.0,0,0,2,1
20,4,2077,1,1,0.0,0,1,4,2
7,2,1029,1,1,0.0,0,1,2,2
3,3,2586,1,1,0.0,0,0,5,2
19,2,3200,1,1,0.0,0,1,2,2
23,2,3301,1,1,0.0,0,1,2,1
8,4,3177,1,1,1.0,0,1,4,2
15,3,2723,1,1,0.0,0,0,0,3
15,5,719,1,1,0.0,0,1,4,1
14,5,1387,1,1,0.0,0,1,2,1
3,2,4308,1,1,0.0,0,0,0,3
1,6,1318,1,1,0.0,0,1,5,1
18,2,1514,1,1,0.0,0,1,5,1
17,2,2043,1,1,0.0,0,0,5,1
12,4,3117,1,1,0.0,0,0,2,1
22,2,2424,1,1,0.0,0,0,5,2
0,2,1926,1,1,0.0,0,1,4,1
7,3,391,1,1,0.0,0,1,4,1
9,2,1095,1,1,0.0,0,1,2,1
11,5,1096,1,1,0.0,0,0,4,2
14,4,1882,1,1,0.0,0,0,5,2
10,0,141,1,1,0.0,0,0,1,3
9,1,2258,1,1,0.0,0,1,2,2
16,6,3325,1,1,0.0,0,0,4,2
18,4,2188,1,1,0.0,0,1,2,2
8,4,503,1,1,0.0,0,1,4,1
3,6,2933,1,1,0.0,0,0,3,0
9,1,1390,1,1,0.0,0,0,5,1
4,2,4761,1,1,0.0,0,0,0,1
2,5,2584,1,1,0.0,0,1,5,1
3,3,1526,1,1,0.0,0,1,2,1
4,6,3499,1,1,0.0,0,1,2,1
1,6,2526,1,1,0.0,0,0,0,1
17,6,1144,1,1,0.0,0,1,4,1
11,5,479,1,1,0.0,0,1,2,2
11,4,803,1,1,0.0,0,0,2,1
22,3,2527,1,1,0.0,0,1,5,1
0,0,455,1,1,0.0,0,0,5,2
14,2,709,1,1,0.0,0,1,2,1
22,4,1920,1,1,0.0,0,1,5,2
13,2,2483,1,1,1.0,0,0,5,1
14,2,2815,1,1,0.0,0,1,2,2
21,5,300,1,1,0.0,0,1,2,2
23,0,1618,1,1,0.0,0,1,2,1
4,5,588,1,1,0.0,0,1,4,2
8,6,418,1,1,0.0,0,0,1,3
11,2,1214,1,1,0.0,0,0,5,2
22,6,2488,1,1,0.0,0,1,4,2
3,2,3401,1,1,0.0,0,0,2,1
17,0,2563,1,1,1.0,0,1,5,2
9,1,636,1,1,0.0,0,0,5,1
3,0,2208,1,1,1.0,0,0,4,1
8,1,3521,1,1,0.0,0,1,4,2
4,0,1364,1,1,0.0,0,1,4,1
15,0,3380,1,1,0.0,0,0,2,1
16,3,1471,1,1,0.0,0,0,2,1
22,4,1017,1,1,0.0,0,1,2,2
2,0,2651,1,1,0.0,0,0,2,1
17,3,1360,1,1,0.0,0,1,2,2
13,4,2967,1,1,0.0,0,1,4,2
14,1,860,1,1,0.0,0,1,2,1
18,2,994,1,1,0.0,0,0,4,2
5,3,3353,1,1,0.0,0,1,5,3
10,3,2973,1,1,0.0,0,0,2,1
13,1,2320,1,1,0.0,0,0,5,1
18,4,14,1,1,1.0,0,0,4,0
22,6,1130,1,1,0.0,0,0,4,1
2,6,2653,1,1,0.0,0,1,4,1
17,5,680,1,1,0.0,0,0,4,1
5,5,271,1,1,0.0,0,0,1,3
23,5,2529,1,1,0.0,0,0,5,1
1,5,476,1,1,0.0,0,0,2,0
2,1,2534,1,1,0.0,0,1,4,1
23,3,1252,1,1,0.0,0,1,5,2
7,2,864,1,1,0.0,0,1,4,1
19,4,1266,1,1,0.0,0,1,4,2
5,0,406,1,1,0.0,0,1,2,1
17,2,2330,1,1,0.0,0,1,2,2
21,5,433,1,1,1.0,0,0,5,1
14,4,3107,1,1,0.0,0,1,5,2
21,4,1955,1,1,0.0,0,1,5,1
5,3,3442,1,1,0.0,0,1,2,1
9,1,3341,1,1,0.0,0,0,4,1
7,1,3253,1,1,1.0,0,1,4,2
3,5,3193,1,1,0.0,0,0,2,2
2,0,2608,1,1,0.0,0,0,2,1
18,6,534,1,1,0.0,0,0,2,1
12,3,160105,1,1,0.0,0,0,6,2
11,4,1860,1,1,0.0,0,1,5,1
9,0,2328,1,1,0.0,0,1,2,2
13,5,2234,1,1,0.0,0,1,2,1
0,5,577,1,1,0.0,0,1,2,2
18,3,1032,1,1,0.0,0,1,4,1
16,0,3508,1,1,0.0,0,1,5,2
19,0,2058,1,1,0.0,0,1,2,2
15,4,2665,1,1,0.0,0,1,4,1
18,3,28,1,1,1.0,0,0,4,4
4,2,1781,1,1,0.0,0,1,5,2
14,0,2034,1,1,0.0,0,1,4,1
1,4,2552,1,1,0.0,0,1,5,1
15,3,2917,1,1,0.0,0,1,4,2
18,0,1718,1,1,0.0,0,0,2,1
18,6,2572,1,1,0.0,0,0,0,3
14,0,868,1,1,0.0,0,1,2,2
9,1,3054,1,1,0.0,0,1,4,1
1,2,2098,1,1,1.0,0,1,4,2
9,3,3529,1,1,0.0,0,1,4,2
4,0,3314,1,1,0.0,0,1,5,2
15,3,3587,1,1,0.0,0,1,2,2
13,2,2897,1,1,0.0,0,1,4,1
0,5,1380,1,1,0.0,0,1,5,1
20,0,726,1,1,0.0,0,1,5,2
12,2,5996,1,1,0.0,0,0,5,0
11,3,3118,1,1,0.0,0,1,2,2
10,0,860,1,1,0.0,0,1,2,1
9,6,3402,1,1,0.0,0,1,4,1
7,5,121,1,1,1.0,0,0,1,1
1,0,1086,1,1,1.0,0,1,5,1
10,1,2686,1,1,0.0,0,1,5,2
4,2,2508,1,1,1.0,0,0,2,1
11,4,518,1,1,0.0,0,1,5,2
13,2,2611,1,1,0.0,0,1,2,1
9,3,2765,1,1,0.0,0,1,5,1
15,0,2904,1,1,0.0,0,1,2,2
0,5,1462,1,1,0.0,0,0,5,2
16,6,715,1,1,1.0,0,1,5,2
10,5,2405,1,1,0.0,0,1,5,2
22,0,1466,1,1,0.0,0,0,5,1
21,4,3421,1,1,0.0,0,1,5,1
1,0,2134,1,1,0.0,0,1,4,1
13,1,3254,1,1,0.0,0,1,5,2
13,1,2707,1,1,0.0,0,0,2,2
18,1,1780,1,1,0.0,0,0,2,2
5,4,460,1,1,0.0,0,0,2,2
16,6,711,1,1,0.0,0,0,4,1
1,4,3088,1,1,0.0,0,1,2,1
16,3,131305,1,1,0.0,0,0,6,3
4,5,522,1,1,0.0,0,0,2,1
13,1,1838,1,1,0.0,0,0,5,2
18,5,1629,1,1,0.0,0,1,4,1
7,0,2156,1,1,0.0,0,1,4,1
6,4,3044,1,1,0.0,0,0,2,1
8,2,385,1,1,0.0,0,0,4,1
4,2,766,1,1,0.0,0,0,2,1
0,6,168,1,1,0.0,0,0,1,3
21,3,1890,1,1,0.0,0,0,2,1
22,1,2951,1,1,0.0,0,0,3,2
2,4,1815,1,1,0.0,0,1,4,1
5,6,1176,1,1,0.0,0,0,2,2
22,0,3534,1,1,0.0,0,1,5,1
10,0,2663,1,1,0.0,0,1,2,1
17,4,1116,1,1,0.0,0,1,5,1
11,4,2290,1,1,0.0,0,1,5,2
23,4,1702,1,1,0.0,0,1,5,1
1,5,64240,1,1,0.0,0,0,4,1
10,3,1318,1,1,0.0,0,1,2,1
14,4,1072,1,1,0.0,0,0,2,2
17,1,2782,1,1,0.0,0,1,2,2
1,3,3429,1,1,0.0,0,1,4,2
0,1,2589,1,1,0.0,0,1,5,2
18,2,2036,1,1,0.0,0,1,4,1
10,4,2103,1,1,1.0,0,1,5,2
10,2,2030,1,1,0.0,0,0,2,2
20,1,1660,1,1,0.0,0,1,4,1
20,6,751,1,1,0.0,0,1,4,2
4,2,2745,1,1,1.0,0,0,5,0
11,1,3355,1,1,0.0,0,0,5,2
