user_id,username,department,role,city,country,lat,lon,preferred_browser,preferred_os,preferred_start,preferred_end
U00287,charleslandry,Sales,Analyst,Chennai,India,13.08,80.27,Edge,macOS,9,17
U00288,danielle64,Marketing,Manager,Hyderabad,India,17.38,78.48,Edge,Windows 11,10,18
U00289,mbruce,HR,Manager,Hyderabad,India,17.38,78.48,Chrome,Windows 11,7,15
U00290,gcastaneda,HR,Admin,Chennai,India,13.08,80.27,Safari,macOS,9,17
U00291,patrickhoward,Engineering,Manager,Hyderabad,India,17.38,78.48,Firefox,Ubuntu,9,17
U00292,victoria40,HR,Engineer,Chennai,India,13.08,80.27,Firefox,Ubuntu,9,17
U00293,khill,IT,Analyst,Hyderabad,India,17.38,78.48,Edge,Ubuntu,10,18
U00294,lozanojulie,Sales,Analyst,Hyderabad,India,17.38,78.48,Chrome,macOS,9,17
U00295,kimberly39,IT,Admin,Hyderabad,India,17.38,78.48,Edge,macOS,7,15
U00296,jeffery39,Engineering,Engineer,Mumbai,India,19.07,72.87,Firefox,macOS,9,17
U00297,erica21,IT,Admin,Mumbai,India,19.07,72.87,Safari,Windows 11,9,17
U00298,parkerscott,IT,Engineer,Hyderabad,India,17.38,78.48,Firefox,macOS,9,17
U00299,jessica14,Marketing,Engineer,Hyderabad,India,17.38,78.48,Chrome,macOS,9,17
U00300,julie23,Sales,Manager,Hyderabad,India,17.38,78.48,Chrome,Windows 11,9,17
U00301,kristinwalter,Engineering,Manager,Delhi,India,28.61,77.2,Chrome,Windows 11,10,18
U00302,alyssa42,IT,Admin,Mumbai,India,19.07,72.87,Chrome,macOS,9,17
U00303,robin74,HR,Analyst,Bengaluru,India,12.97,77.59,Safari,Windows 11,10,18
U00304,linda71,Sales,Analyst,Delhi,India,28.61,77.2,Safari,Ubuntu,8,16
U00305,karenperez,Engineering,Engineer,Mumbai,India,19.07,72.87,Edge,Ubuntu,8,16
U00306,zcoffey,Sales,Engineer,Delhi,India,28.61,77.2,Firefox,Ubuntu,10,18
U00307,christopher60,Sales,Analyst,Hyderabad,India,17.38,78.48,Safari,Windows 11,8,16
U00308,amanda75,Engineering,Intern,Chennai,India,13.08,80.27,Edge,macOS,8,16
U00309,brenda51,Marketing,Analyst,Hyderabad,India,17.38,78.48,Firefox,macOS,7,15
U00310,thomasharvey,HR,Manager,Chennai,India,13.08,80.27,Edge,Ubuntu,9,17
U00311,rose31,Engineering,Manager,Delhi,India,28.61,77.2,Edge,Windows 11,8,16
U00312,tblankenship,HR,Admin,Hyderabad,India,17.38,78.48,Firefox,Ubuntu,7,15
U00313,cwilson,Sales,Engineer,Delhi,India,28.61,77.2,Chrome,Ubuntu,8,16
U00314,torrestravis,Sales,Intern,Hyderabad,India,17.38,78.48,Safari,macOS,10,18
U00315,youngamanda,HR,Engineer,Chennai,India,13.08,80.27,Safari,Ubuntu,8,16
U00316,qchavez,Finance,Admin,Delhi,India,28.61,77.2,Edge,Windows 11,9,17
U00317,umatthews,Engineering,Admin,Hyderabad,India,17.38,78.48,Edge,Ubuntu,7,15
U00318,nicolepena,HR,Manager,Bengaluru,India,12.97,77.59,Firefox,macOS,8,16
U00319,rgilbert,HR,Manager,Mumbai,India,19.07,72.87,Firefox,Windows 11,7,15
U00320,vaughnjeff,Sales,Manager,Mumbai,India,19.07,72.87,Edge,Windows 11,7,15
U00321,xsampson,Sales,Engineer,Delhi,India,28.61,77.2,Chrome,Windows 11,9,17
U00322,pollardmichael,Marketing,Manager,Chennai,India,13.08,80.27,Safari,macOS,9,17
U00323,bruce43,Marketing,Admin,Chennai,India,13.08,80.27,Firefox,macOS,10,18
U00324,rushmadison,Finance,Intern,Mumbai,India,19.07,72.87,Firefox,Ubuntu,10,18
U00325,batesdarlene,Finance,Intern,Chennai,India,13.08,80.27,Safari,Ubuntu,7,15
U00326,williamsmatthew,HR,Admin,Hyderabad,India,17.38,78.48,Edge,Ubuntu,8,16
U00327,kristinharris,IT,Manager,Mumbai,India,19.07,72.87,Firefox,macOS,9,17
U00328,brendali,HR,Manager,Delhi,India,28.61,77.2,Safari,Windows 11,7,15
U00329,markhernandez,Finance,Manager,Mumbai,India,19.07,72.87,Chrome,Windows 11,10,18
U00330,ramireztracey,Sales,Intern,Mumbai,India,19.07,72.87,Edge,Windows 11,10,18
U00331,amberlindsey,Finance,Manager,Mumbai,India,19.07,72.87,Safari,macOS,9,17
U00332,guerreroanthony,HR,Intern,Hyderabad,India,17.38,78.48,Chrome,Windows 11,10,18
U00333,howardkristina,Finance,Manager,Hyderabad,India,17.38,78.48,Firefox,Windows 11,10,18
U00334,alfred40,IT,Admin,Chennai,India,13.08,80.27,Safari,Ubuntu,9,17
U00335,judyfox,Engineering,Intern,Delhi,India,28.61,77.2,Edge,Ubuntu,7,15
U00336,alvarezkimberly,HR,Engineer,Mumbai,India,19.07,72.87,Safari,Windows 11,10,18
U00337,hayesjeffrey,HR,Admin,Delhi,India,28.61,77.2,Firefox,Windows 11,8,16
U00338,acostaregina,Sales,Analyst,Hyderabad,India,17.38,78.48,Chrome,Windows 11,10,18
U00339,stephen00,HR,Analyst,Chennai,India,13.08,80.27,Firefox,Windows 11,10,18
U00340,bboone,Sales,Engineer,Bengaluru,India,12.97,77.59,Chrome,Windows 11,10,18
U00341,henryrenee,IT,Admin,Bengaluru,India,12.97,77.59,Safari,Windows 11,9,17
U00342,lammarc,HR,Admin,Delhi,India,28.61,77.2,Firefox,Windows 11,8,16
U00343,cameronhill,Sales,Analyst,Hyderabad,India,17.38,78.48,Safari,macOS,9,17
U00344,oscar98,IT,Engineer,Delhi,India,28.61,77.2,Firefox,Ubuntu,9,17
U00345,shawn96,Sales,Analyst,Chennai,India,13.08,80.27,Chrome,macOS,10,18
U00346,mcguiredanny,Marketing,Admin,Hyderabad,India,17.38,78.48,Edge,macOS,9,17
U00347,russellbeasley,Finance,Admin,Chennai,India,13.08,80.27,Safari,Windows 11,10,18
U00348,dmorgan,Sales,Engineer,Bengaluru,India,12.97,77.59,Edge,Windows 11,7,15
U00349,gperry,IT,Manager,Hyderabad,India,17.38,78.48,Safari,macOS,9,17
U00350,ronald45,Sales,Admin,Bengaluru,India,12.97,77.59,Safari,macOS,10,18
U00351,gloriawells,Sales,Manager,Chennai,India,13.08,80.27,Firefox,macOS,8,16
U00352,deckerchristopher,HR,Manager,Hyderabad,India,17.38,78.48,Safari,macOS,10,18
U00353,garnernathan,Marketing,Analyst,Mumbai,India,19.07,72.87,Safari,Windows 11,9,17
U00354,angelawillis,Sales,Analyst,Bengaluru,India,12.97,77.59,Edge,Ubuntu,9,17
U00355,elizabeth65,Marketing,Intern,Mumbai,India,19.07,72.87,Firefox,Ubuntu,8,16
U00356,uparrish,HR,Engineer,Mumbai,India,19.07,72.87,Safari,Ubuntu,9,17
U00357,schmittcaroline,HR,Engineer,Mumbai,India,19.07,72.87,Firefox,macOS,8,16
U00358,dale83,IT,Analyst,Chennai,India,13.08,80.27,Safari,Windows 11,9,17
U00359,dianewalker,Sales,Analyst,Bengaluru,India,12.97,77.59,Edge,Windows 11,9,17
U00360,bellangela,Finance,Engineer,Delhi,India,28.61,77.2,Edge,macOS,8,16
U00361,farmeraudrey,Engineering,Intern,Bengaluru,India,12.97,77.59,Firefox,macOS,7,15
U00362,xbruce,Marketing,Manager,Hyderabad,India,17.38,78.48,Chrome,macOS,7,15
U00363,lynchdiane,Marketing,Intern,Bengaluru,India,12.97,77.59,Safari,macOS,10,18
U00364,anthony44,HR,Analyst,Bengaluru,India,12.97,77.59,Chrome,Windows 11,9,17
U00365,michael22,Sales,Engineer,Delhi,India,28.61,77.2,Edge,Ubuntu,8,16
U00366,vjones,IT,Intern,Bengaluru,India,12.97,77.59,Edge,macOS,7,15
U00367,davisalyssa,Engineering,Analyst,Mumbai,India,19.07,72.87,Chrome,Ubuntu,7,15
U00368,vbarnes,Marketing,Admin,Mumbai,India,19.07,72.87,Safari,Windows 11,10,18
U00369,mitchellgriffith,HR,Manager,Delhi,India,28.61,77.2,Chrome,Ubuntu,10,18
U00370,wareeric,Marketing,Analyst,Bengaluru,India,12.97,77.59,Edge,Windows 11,10,18
U00371,craigjoseph,Sales,Manager,Mumbai,India,19.07,72.87,Edge,macOS,9,17
U00372,ctucker,Sales,Analyst,Hyderabad,India,17.38,78.48,Chrome,Ubuntu,10,18
U00373,wnelson,Finance,Intern,Chennai,India,13.08,80.27,Firefox,Windows 11,8,16
U00374,reeddaniel,IT,Manager,Chennai,India,13.08,80.27,Safari,Ubuntu,9,17
U00375,trose,Sales,Admin,Mumbai,India,19.07,72.87,Chrome,Ubuntu,9,17
U00376,walkertracey,Engineering,Engineer,Mumbai,India,19.07,72.87,Safari,Ubuntu,8,16
U00377,smithkevin,Marketing,Admin,Bengaluru,India,12.97,77.59,Firefox,macOS,10,18
U00378,katrinaduran,HR,Admin,Chennai,India,13.08,80.27,Edge,Windows 11,9,17
U00379,mark07,Finance,Intern,Bengaluru,India,12.97,77.59,Firefox,Ubuntu,10,18
U00380,ythompson,Sales,Manager,Delhi,India,28.61,77.2,Edge,macOS,10,18
U00381,vincentwhitaker,Sales,Intern,Delhi,India,28.61,77.2,Firefox,Windows 11,7,15
U00382,charles06,Engineering,Admin,Delhi,India,28.61,77.2,Edge,macOS,7,15
U00383,stevenschristian,Finance,Analyst,Delhi,India,28.61,77.2,Safari,Windows 11,8,16
U00384,barbara96,Engineering,Admin,Bengaluru,India,12.97,77.59,Safari,Windows 11,10,18
U00385,zroberts,Sales,Intern,Hyderabad,India,17.38,78.48,Safari,macOS,8,16
U00386,burchgeorge,Marketing,Analyst,Chennai,India,13.08,80.27,Chrome,Ubuntu,10,18
U00387,xcollier,Marketing,Manager,Mumbai,India,19.07,72.87,Chrome,Windows 11,7,15
U00388,kimdaniel,Marketing,Engineer,Hyderabad,India,17.38,78.48,Chrome,Windows 11,9,17
U00389,hchapman,HR,Intern,Hyderabad,India,17.38,78.48,Edge,Windows 11,7,15
U00390,fosterkyle,IT,Intern,Hyderabad,India,17.38,78.48,Safari,Ubuntu,9,17
U00391,jeffrey21,Marketing,Analyst,Chennai,India,13.08,80.27,Chrome,Windows 11,8,16
U00392,schmidtjames,Sales,Manager,Delhi,India,28.61,77.2,Edge,Windows 11,10,18
U00393,michael23,IT,Admin,Chennai,India,13.08,80.27,Safari,macOS,9,17
U00394,thomasjames,Finance,Intern,Hyderabad,India,17.38,78.48,Firefox,Windows 11,8,16
U00395,kathleenrios,Marketing,Engineer,Mumbai,India,19.07,72.87,Chrome,macOS,8,16
U00396,stephanieburton,Finance,Manager,Hyderabad,India,17.38,78.48,Chrome,Windows 11,7,15
U00397,wwebster,IT,Admin,Delhi,India,28.61,77.2,Chrome,Windows 11,7,15
U00398,kmaldonado,IT,Manager,Chennai,India,13.08,80.27,Edge,Windows 11,10,18
U00399,michelle52,Finance,Admin,Bengaluru,India,12.97,77.59,Firefox,macOS,9,17
U00400,cjones,Finance,Analyst,Delhi,India,28.61,77.2,Edge,macOS,9,17
U00401,laura90,IT,Analyst,Delhi,India,28.61,77.2,Firefox,Windows 11,8,16
U00402,william47,Marketing,Intern,Delhi,India,28.61,77.2,Safari,Windows 11,8,16
U00403,xjohnson,Sales,Analyst,Mumbai,India,19.07,72.87,Safari,Ubuntu,10,18
U00404,chase19,IT,Manager,Bengaluru,India,12.97,77.59,Safari,Windows 11,9,17
U00405,jford,Marketing,Manager,Bengaluru,India,12.97,77.59,Safari,Windows 11,9,17
U00406,colelisa,IT,Admin,Delhi,India,28.61,77.2,Edge,Ubuntu,10,18
U00407,marcalvarez,Finance,Analyst,Bengaluru,India,12.97,77.59,Chrome,Ubuntu,9,17
U00408,susanhayes,Sales,Manager,Mumbai,India,19.07,72.87,Chrome,Ubuntu,7,15
U00409,toni18,Engineering,Manager,Hyderabad,India,17.38,78.48,Edge,Ubuntu,7,15
U00410,benjaminzimmerman,HR,Engineer,Bengaluru,India,12.97,77.59,Edge,Windows 11,9,17
U00411,nwarren,Finance,Admin,Chennai,India,13.08,80.27,Edge,Ubuntu,10,18
U00412,michaelhardin,HR,Intern,Bengaluru,India,12.97,77.59,Safari,macOS,9,17
U00413,vortiz,HR,Analyst,Mumbai,India,19.07,72.87,Safari,Ubuntu,9,17
U00414,mccormickdeborah,HR,Manager,Chennai,India,13.08,80.27,Firefox,Ubuntu,10,18
U00415,riveraangela,Sales,Manager,Hyderabad,India,17.38,78.48,Edge,Windows 11,7,15
U00416,umitchell,HR,Manager,Mumbai,India,19.07,72.87,Edge,Ubuntu,10,18
U00417,mathewaguilar,Sales,Manager,Bengaluru,India,12.97,77.59,Safari,macOS,10,18
U00418,sabrinacollins,IT,Intern,Mumbai,India,19.07,72.87,Safari,Windows 11,9,17
U00419,tanderson,Finance,Admin,Mumbai,India,19.07,72.87,Safari,Windows 11,8,16
U00420,collinsnicholas,Sales,Engineer,Delhi,India,28.61,77.2,Chrome,macOS,7,15
U00421,lisa81,IT,Manager,Chennai,India,13.08,80.27,Edge,Windows 11,7,15
U00422,bromero,Finance,Admin,Bengaluru,India,12.97,77.59,Safari,Ubuntu,7,15
U00423,kyle35,Marketing,Intern,Chennai,India,13.08,80.27,Chrome,Windows 11,10,18
U00424,ilee,Engineering,Engineer,Delhi,India,28.61,77.2,Firefox,macOS,10,18
U00425,chrisrichard,Sales,Intern,Mumbai,India,19.07,72.87,Edge,Windows 11,7,15
U00426,romeroamber,Finance,Manager,Chennai,India,13.08,80.27,Firefox,Ubuntu,8,16
U00427,stanleynancy,Engineering,Analyst,Mumbai,India,19.07,72.87,Safari,Ubuntu,10,18
U00428,carlamoore,Marketing,Manager,Delhi,India,28.61,77.2,Firefox,macOS,8,16
U00429,mariewise,Engineering,Intern,Chennai,India,13.08,80.27,Safari,Ubuntu,7,15
U00430,jenniferwilliams,Engineering,Engineer,Delhi,India,28.61,77.2,Edge,Windows 11,10,18
U00431,erica37,Marketing,Analyst,Hyderabad,India,17.38,78.48,Chrome,macOS,10,18
U00432,karen73,Finance,Admin,Chennai,India,13.08,80.27,Safari,Ubuntu,8,16
U00433,kylestokes,Marketing,Analyst,Chennai,India,13.08,80.27,Chrome,Windows 11,7,15
U00434,mmckee,Finance,Admin,Mumbai,India,19.07,72.87,Edge,macOS,7,15
U00435,erika97,HR,Manager,Hyderabad,India,17.38,78.48,Edge,macOS,7,15
U00436,xhammond,IT,Manager,Hyderabad,India,17.38,78.48,Chrome,macOS,9,17
U00437,ashaw,Engineering,Intern,Mumbai,India,19.07,72.87,Edge,Windows 11,7,15
U00438,lisasolis,HR,Engineer,Mumbai,India,19.07,72.87,Firefox,Ubuntu,10,18
U00439,moniquewilliams,HR,Admin,Hyderabad,India,17.38,78.48,Safari,Ubuntu,8,16
U00440,jsawyer,Engineering,Admin,Bengaluru,India,12.97,77.59,Firefox,Windows 11,10,18
U00441,dawsonzachary,HR,Manager,Chennai,India,13.08,80.27,Safari,macOS,7,15
U00442,mitchellkathryn,HR,Analyst,Bengaluru,India,12.97,77.59,Chrome,Windows 11,10,18
U00443,shannon82,IT,Analyst,Chennai,India,13.08,80.27,Firefox,Windows 11,9,17
U00444,odavis,Finance,Intern,Bengaluru,India,12.97,77.59,Safari,macOS,7,15
U00445,bwilkerson,Engineering,Engineer,Delhi,India,28.61,77.2,Chrome,Ubuntu,10,18
U00446,gbrown,Sales,Admin,Delhi,India,28.61,77.2,Firefox,Ubuntu,7,15
U00447,joe15,IT,Intern,Chennai,India,13.08,80.27,Chrome,macOS,9,17
U00448,anthonygalvan,Sales,Admin,Delhi,India,28.61,77.2,Edge,macOS,8,16
U00449,lacey20,Finance,Analyst,Hyderabad,India,17.38,78.48,Firefox,Ubuntu,8,16
U00450,samantha72,Engineering,Manager,Hyderabad,India,17.38,78.48,Safari,Ubuntu,8,16
U00451,awest,IT,Engineer,Hyderabad,India,17.38,78.48,Firefox,Ubuntu,9,17
U00452,smithjason,Sales,Admin,Bengaluru,India,12.97,77.59,Edge,Ubuntu,10,18
U00453,anaacosta,HR,Engineer,Chennai,India,13.08,80.27,Safari,Ubuntu,8,16
U00454,srodriguez,HR,Intern,Delhi,India,28.61,77.2,Firefox,Ubuntu,10,18
U00455,kevinwilliams,HR,Analyst,Delhi,India,28.61,77.2,Edge,Ubuntu,8,16
U00456,nfowler,IT,Analyst,Mumbai,India,19.07,72.87,Firefox,macOS,8,16
U00457,fbrown,HR,Intern,Hyderabad,India,17.38,78.48,Firefox,Ubuntu,8,16
U00458,chenbailey,Sales,Manager,Mumbai,India,19.07,72.87,Edge,macOS,7,15
U00459,kellysmith,Marketing,Intern,Delhi,India,28.61,77.2,Edge,Ubuntu,7,15
U00460,john62,IT,Intern,Mumbai,India,19.07,72.87,Edge,macOS,7,15
U00461,millsmichael,HR,Manager,Mumbai,India,19.07,72.87,Safari,Ubuntu,8,16
U00462,myerstheodore,Sales,Intern,Chennai,India,13.08,80.27,Safari,macOS,10,18
U00463,qzavala,Sales,Engineer,Delhi,India,28.61,77.2,Firefox,macOS,10,18
U00464,kellycarlos,Engineering,Manager,Delhi,India,28.61,77.2,Firefox,Windows 11,7,15
U00465,jessicafuller,Sales,Intern,Delhi,India,28.61,77.2,Firefox,Ubuntu,7,15
U00466,dennis58,Engineering,Analyst,Chennai,India,13.08,80.27,Edge,macOS,7,15
U00467,lisa27,IT,Analyst,Delhi,India,28.61,77.2,Safari,Ubuntu,8,16
U00468,zwelch,HR,Engineer,Delhi,India,28.61,77.2,Safari,Windows 11,8,16
U00469,bryanparsons,Engineering,Engineer,Mumbai,India,19.07,72.87,Edge,Ubuntu,10,18
U00470,mjohnson,IT,Manager,Mumbai,India,19.07,72.87,Safari,Ubuntu,9,17
U00471,moodynina,IT,Intern,Hyderabad,India,17.38,78.48,Firefox,Windows 11,7,15
U00472,sarah86,Marketing,Engineer,Mumbai,India,19.07,72.87,Chrome,Ubuntu,7,15
U00473,wking,Marketing,Manager,Chennai,India,13.08,80.27,Edge,macOS,8,16
U00474,justinatkins,Sales,Intern,Bengaluru,India,12.97,77.59,Safari,Windows 11,9,17
U00475,glennmartin,Finance,Intern,Hyderabad,India,17.38,78.48,Safari,Windows 11,8,16
U00476,lloydsamuel,IT,Admin,Delhi,India,28.61,77.2,Safari,Ubuntu,8,16
U00477,ypaul,Finance,Analyst,Chennai,India,13.08,80.27,Chrome,macOS,8,16
U00478,terri77,HR,Analyst,Chennai,India,13.08,80.27,Edge,Ubuntu,8,16
U00479,sandra84,Marketing,Intern,Chennai,India,13.08,80.27,Firefox,macOS,9,17
U00480,acostachristian,Sales,Engineer,Hyderabad,India,17.38,78.48,Firefox,Ubuntu,10,18
U00481,amymorris,Marketing,Analyst,Hyderabad,India,17.38,78.48,Chrome,macOS,8,16
U00482,murphykenneth,Engineering,Manager,Bengaluru,India,12.97,77.59,Firefox,Windows 11,9,17
U00483,bmorrison,Marketing,Manager,Bengaluru,India,12.97,77.59,Safari,Ubuntu,9,17
U00484,hannahbell,Sales,Intern,Delhi,India,28.61,77.2,Safari,Windows 11,8,16
U00485,acostarhonda,Sales,Manager,Hyderabad,India,17.38,78.48,Safari,Ubuntu,8,16
U00486,yhill,HR,Intern,Bengaluru,India,12.97,77.59,Chrome,Ubuntu,8,16
U00487,jonesdana,Finance,Manager,Chennai,India,13.08,80.27,Safari,macOS,10,18
U00488,william20,IT,Intern,Delhi,India,28.61,77.2,Safari,macOS,10,18
U00489,melindagregory,Finance,Engineer,Hyderabad,India,17.38,78.48,Chrome,Windows 11,10,18
U00490,ejohnson,HR,Manager,Mumbai,India,19.07,72.87,Firefox,Windows 11,7,15
U00491,kimberlydiaz,Sales,Admin,Hyderabad,India,17.38,78.48,Chrome,macOS,10,18
U00492,cherring,Sales,Analyst,Chennai,India,13.08,80.27,Chrome,macOS,9,17
U00493,erikarush,IT,Engineer,Hyderabad,India,17.38,78.48,Edge,Ubuntu,8,16
U00494,scott19,HR,Analyst,Chennai,India,13.08,80.27,Chrome,Ubuntu,10,18
U00495,alyssasanders,Finance,Admin,Chennai,India,13.08,80.27,Firefox,macOS,8,16
U00496,john10,Finance,Admin,Delhi,India,28.61,77.2,Edge,Windows 11,10,18
U00497,victorhughes,Sales,Analyst,Bengaluru,India,12.97,77.59,Firefox,macOS,7,15
U00498,greenjorge,HR,Analyst,Delhi,India,28.61,77.2,Firefox,macOS,8,16
U00499,nlewis,Finance,Intern,Mumbai,India,19.07,72.87,Chrome,Ubuntu,7,15
U00500,heather73,Finance,Manager,Bengaluru,India,12.97,77.59,Firefox,Windows 11,8,16
U00501,taylorcharles,Finance,Admin,Hyderabad,India,17.38,78.48,Firefox,macOS,10,18
U00502,rachelwallace,IT,Engineer,Hyderabad,India,17.38,78.48,Chrome,Ubuntu,10,18
U00503,cochrantammy,Marketing,Analyst,Delhi,India,28.61,77.2,Safari,Ubuntu,9,17
U00504,elizabeth18,Marketing,Engineer,Mumbai,India,19.07,72.87,Safari,macOS,7,15
U00505,patricia22,Sales,Intern,Mumbai,India,19.07,72.87,Edge,Ubuntu,7,15
U00506,william13,HR,Analyst,Bengaluru,India,12.97,77.59,Firefox,Ubuntu,10,18
U00507,joelsnyder,Sales,Intern,Delhi,India,28.61,77.2,Firefox,macOS,8,16
U00508,angela57,Engineering,Intern,Chennai,India,13.08,80.27,Chrome,Windows 11,7,15
U00509,cherylmiller,IT,Engineer,Bengaluru,India,12.97,77.59,Safari,Windows 11,10,18
U00510,raymond78,Finance,Analyst,Bengaluru,India,12.97,77.59,Chrome,macOS,9,17
U00511,khammond,Engineering,Analyst,Mumbai,India,19.07,72.87,Edge,Windows 11,9,17
U00512,martinezlogan,Marketing,Manager,Hyderabad,India,17.38,78.48,Safari,macOS,9,17
U00513,coleerin,Engineering,Manager,Chennai,India,13.08,80.27,Safari,Windows 11,7,15
U00514,david89,Sales,Intern,Bengaluru,India,12.97,77.59,Chrome,Windows 11,8,16
U00515,katrinaanderson,IT,Manager,Mumbai,India,19.07,72.87,Safari,Windows 11,7,15
U00516,guerraapril,Engineering,Engineer,Bengaluru,India,12.97,77.59,Chrome,Ubuntu,10,18
U00517,fred53,Finance,Intern,Mumbai,India,19.07,72.87,Edge,macOS,9,17
U00518,stacey84,Sales,Admin,Bengaluru,India,12.97,77.59,Chrome,macOS,7,15
U00519,kingcynthia,HR,Manager,Bengaluru,India,12.97,77.59,Edge,Ubuntu,10,18
U00520,david49,Finance,Engineer,Delhi,India,28.61,77.2,Chrome,Windows 11,10,18
U00521,shawgary,HR,Intern,Chennai,India,13.08,80.27,Firefox,Windows 11,10,18
U00522,georgeweber,Marketing,Engineer,Bengaluru,India,12.97,77.59,Edge,macOS,9,17
U00523,megan90,Marketing,Engineer,Delhi,India,28.61,77.2,Firefox,Windows 11,9,17
U00524,millerstacy,Marketing,Intern,Delhi,India,28.61,77.2,Firefox,macOS,8,16
U00525,debra96,IT,Intern,Chennai,India,13.08,80.27,Chrome,Windows 11,8,16
U00526,jimenezcourtney,Sales,Engineer,Hyderabad,India,17.38,78.48,Firefox,Ubuntu,7,15
U00527,dawn47,Sales,Intern,Bengaluru,India,12.97,77.59,Firefox,macOS,10,18
U00528,lindacohen,Engineering,Engineer,Bengaluru,India,12.97,77.59,Chrome,Windows 11,10,18
U00529,shawn02,Engineering,Engineer,Mumbai,India,19.07,72.87,Safari,macOS,8,16
U00530,dperry,IT,Intern,Mumbai,India,19.07,72.87,Chrome,macOS,10,18
U00531,matthewthomas,HR,Engineer,Delhi,India,28.61,77.2,Firefox,Windows 11,8,16
U00532,jessica56,Finance,Admin,Delhi,India,28.61,77.2,Firefox,Ubuntu,8,16
U00533,kathleenrobertson,HR,Intern,Delhi,India,28.61,77.2,Edge,Windows 11,7,15
U00534,floressteven,IT,Engineer,Bengaluru,India,12.97,77.59,Safari,macOS,7,15
U00535,shannon21,HR,Manager,Delhi,India,28.61,77.2,Chrome,Windows 11,7,15
U00536,robertspatrick,Finance,Intern,Bengaluru,India,12.97,77.59,Firefox,macOS,7,15
U00537,kwright,Finance,Analyst,Delhi,India,28.61,77.2,Edge,macOS,9,17
U00538,sarah53,Engineering,Analyst,Mumbai,India,19.07,72.87,Safari,Ubuntu,7,15
U00539,tyronerobertson,HR,Admin,Delhi,India,28.61,77.2,Chrome,Ubuntu,7,15
U00540,fkoch,Engineering,Intern,Hyderabad,India,17.38,78.48,Edge,Ubuntu,9,17
U00541,davisphillip,Engineering,Admin,Bengaluru,India,12.97,77.59,Chrome,Windows 11,9,17
U00542,nlevy,Engineering,Engineer,Delhi,India,28.61,77.2,Edge,Windows 11,7,15
U00543,brandon47,IT,Manager,Hyderabad,India,17.38,78.48,Edge,Windows 11,9,17
U00544,amitchell,Finance,Analyst,Delhi,India,28.61,77.2,Edge,Ubuntu,10,18
U00545,jordannicole,Engineering,Admin,Mumbai,India,19.07,72.87,Firefox,Windows 11,9,17
U00546,kathryn50,Finance,Manager,Delhi,India,28.61,77.2,Chrome,Ubuntu,7,15
U00547,jwilliams,HR,Analyst,Chennai,India,13.08,80.27,Firefox,Windows 11,10,18
U00548,michaelroberts,Engineering,Analyst,Delhi,India,28.61,77.2,Edge,Ubuntu,10,18
U00549,wgordon,Marketing,Admin,Delhi,India,28.61,77.2,Edge,Ubuntu,9,17
U00550,marcia99,Finance,Admin,Mumbai,India,19.07,72.87,Edge,Windows 11,10,18
U00551,andersoncolin,Engineering,Manager,Chennai,India,13.08,80.27,Firefox,macOS,10,18
U00552,laura58,Engineering,Intern,Chennai,India,13.08,80.27,Firefox,Windows 11,9,17
U00553,kari39,IT,Intern,Bengaluru,India,12.97,77.59,Chrome,Windows 11,8,16
U00554,cporter,Engineering,Manager,Mumbai,India,19.07,72.87,Safari,macOS,7,15
U00555,taylormason,Marketing,Engineer,Mumbai,India,19.07,72.87,Chrome,macOS,10,18
U00556,jstone,Engineering,Admin,Bengaluru,India,12.97,77.59,Chrome,Ubuntu,10,18
U00557,markaustin,HR,Analyst,Bengaluru,India,12.97,77.59,Firefox,Ubuntu,8,16
U00558,phillipjensen,IT,Analyst,Mumbai,India,19.07,72.87,Edge,Windows 11,9,17
U00559,brittney88,Sales,Engineer,Bengaluru,India,12.97,77.59,Edge,Windows 11,8,16
U00560,terickson,IT,Analyst,Bengaluru,India,12.97,77.59,Safari,Windows 11,10,18
U00561,xcabrera,Finance,Intern,Delhi,India,28.61,77.2,Firefox,Ubuntu,9,17
U00562,emily69,Engineering,Manager,Mumbai,India,19.07,72.87,Firefox,macOS,7,15
U00563,laura09,Finance,Analyst,Delhi,India,28.61,77.2,Edge,Windows 11,7,15
U00564,pbaker,IT,Admin,Bengaluru,India,12.97,77.59,Chrome,macOS,9,17
U00565,jennifersilva,Finance,Engineer,Mumbai,India,19.07,72.87,Safari,Ubuntu,9,17
U00566,alexandriagriffith,Engineering,Intern,Delhi,India,28.61,77.2,Chrome,Windows 11,8,16
U00567,rhernandez,Engineering,Manager,Chennai,India,13.08,80.27,Edge,Windows 11,7,15
U00568,anthonyvaughan,Marketing,Engineer,Hyderabad,India,17.38,78.48,Firefox,Windows 11,9,17
U00569,leescott,Finance,Intern,Chennai,India,13.08,80.27,Edge,Windows 11,7,15
U00570,shernandez,Engineering,Intern,Mumbai,India,19.07,72.87,Chrome,Windows 11,7,15
U00571,roberthampton,Marketing,Intern,Delhi,India,28.61,77.2,Safari,Windows 11,10,18
U00572,vsalas,Finance,Analyst,Hyderabad,India,17.38,78.48,Edge,Windows 11,10,18
U00573,thorntonapril,IT,Manager,Mumbai,India,19.07,72.87,Chrome,macOS,9,17
U00574,whitney78,Marketing,Analyst,Delhi,India,28.61,77.2,Safari,Ubuntu,8,16
U00575,ledwards,Engineering,Engineer,Delhi,India,28.61,77.2,Firefox,Ubuntu,10,18
